3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  0
3  sending request vote to the follower  1
Commit quorum changed successfully!, time:  1692690370338875443  commit quorum:  [0]
[0]  Meets Latency req:  false  EWMA:  map[0:Id: 0, EWMA: 56485773.336345 1:Id: 1, EWMA: 56417489.832537 2:Id: 2, EWMA: 27119380.112481 4:Id: 4, EWMA: 449854.877943]
3  Leader changing commit quorum:  [4]  time:  1692690374311040830
3  Leader changing EWMA Map:  map[0:Id: 0, EWMA: 56485773.336345 1:Id: 1, EWMA: 56417489.832537 2:Id: 2, EWMA: 27119380.112481 4:Id: 4, EWMA: 449854.877943]
Commit quorum changed successfully!, time:  1692690374338582608  commit quorum:  [4]
2023-08-22 07:46:31.980964378 +0000 UTC m=+36.740450184 ,  2023-08-22 07:46:31.991107932 +0000 UTC m=+36.750593768 ,  10143433
2023-08-22 07:46:31.980946705 +0000 UTC m=+36.740432501 ,  2023-08-22 07:46:31.991089737 +0000 UTC m=+36.750575553 ,  10142952
2023-08-22 07:46:31.980956543 +0000 UTC m=+36.740442339 ,  2023-08-22 07:46:31.991114003 +0000 UTC m=+36.750599839 ,  10157380
2023-08-22 07:46:31.980718525 +0000 UTC m=+36.740204321 ,  2023-08-22 07:46:31.991060522 +0000 UTC m=+36.750546318 ,  10341947
2023-08-22 07:46:31.980978525 +0000 UTC m=+36.740464321 ,  2023-08-22 07:46:31.991136896 +0000 UTC m=+36.750622732 ,  10158281
2023-08-22 07:46:31.980976501 +0000 UTC m=+36.740462297 ,  2023-08-22 07:46:31.9911494 +0000 UTC m=+36.750635226 ,  10172809
2023-08-22 07:46:31.981010054 +0000 UTC m=+36.740495850 ,  2023-08-22 07:46:31.991191158 +0000 UTC m=+36.750676985 ,  10181014
2023-08-22 07:46:31.981031184 +0000 UTC m=+36.740516990 ,  2023-08-22 07:46:31.99120815 +0000 UTC m=+36.750693977 ,  10176886
2023-08-22 07:46:31.980994605 +0000 UTC m=+36.740480401 ,  2023-08-22 07:46:31.991172082 +0000 UTC m=+36.750657909 ,  10177387
2023-08-22 07:46:31.981009623 +0000 UTC m=+36.740495419 ,  2023-08-22 07:46:31.991195406 +0000 UTC m=+36.750681223 ,  10185463
2023-08-22 07:46:31.980988924 +0000 UTC m=+36.740474720 ,  2023-08-22 07:46:31.991171912 +0000 UTC m=+36.750657738 ,  10182908
2023-08-22 07:46:31.994701503 +0000 UTC m=+36.754187319 ,  2023-08-22 07:46:32.008441814 +0000 UTC m=+36.767927650 ,  13740161
2023-08-22 07:46:31.994714377 +0000 UTC m=+36.754200184 ,  2023-08-22 07:46:32.008475478 +0000 UTC m=+36.767961294 ,  13760859
2023-08-22 07:46:31.994712213 +0000 UTC m=+36.754198029 ,  2023-08-22 07:46:32.008479395 +0000 UTC m=+36.767965211 ,  13766891
2023-08-22 07:46:31.994654234 +0000 UTC m=+36.754140050 ,  2023-08-22 07:46:32.008446042 +0000 UTC m=+36.767931848 ,  13791508
2023-08-22 07:46:31.994743452 +0000 UTC m=+36.754229268 ,  2023-08-22 07:46:32.008506386 +0000 UTC m=+36.767992212 ,  13762794
2023-08-22 07:46:31.994761626 +0000 UTC m=+36.754247443 ,  2023-08-22 07:46:32.008534509 +0000 UTC m=+36.768020325 ,  13772581
2023-08-22 07:46:31.99478483 +0000 UTC m=+36.754270656 ,  2023-08-22 07:46:32.008537094 +0000 UTC m=+36.768022900 ,  13751873
2023-08-22 07:46:31.994858579 +0000 UTC m=+36.754344395 ,  2023-08-22 07:46:32.008573933 +0000 UTC m=+36.768059769 ,  13715044
2023-08-22 07:46:31.994743462 +0000 UTC m=+36.754229278 ,  2023-08-22 07:46:32.008501547 +0000 UTC m=+36.767987343 ,  13758015
2023-08-22 07:46:32.007875798 +0000 UTC m=+36.767361614 ,  2023-08-22 07:46:32.018981614 +0000 UTC m=+36.778467420 ,  11105716
2023-08-22 07:46:32.007862292 +0000 UTC m=+36.767348088 ,  2023-08-22 07:46:32.018993597 +0000 UTC m=+36.778479393 ,  11131175
2023-08-22 07:46:32.007921133 +0000 UTC m=+36.767406939 ,  2023-08-22 07:46:32.01902154 +0000 UTC m=+36.778507356 ,  11100286
2023-08-22 07:46:32.007934739 +0000 UTC m=+36.767420545 ,  2023-08-22 07:46:32.019044052 +0000 UTC m=+36.778529878 ,  11109223
2023-08-22 07:46:32.007922025 +0000 UTC m=+36.767407831 ,  2023-08-22 07:46:32.019023644 +0000 UTC m=+36.778509460 ,  11101528
2023-08-22 07:46:32.007942373 +0000 UTC m=+36.767428179 ,  2023-08-22 07:46:32.019080471 +0000 UTC m=+36.778566297 ,  11138018
2023-08-22 07:46:32.007933256 +0000 UTC m=+36.767419072 ,  2023-08-22 07:46:32.019056566 +0000 UTC m=+36.778542372 ,  11123229
2023-08-22 07:46:32.007971969 +0000 UTC m=+36.767457775 ,  2023-08-22 07:46:32.019107822 +0000 UTC m=+36.778593638 ,  11135733
2023-08-22 07:46:32.007973161 +0000 UTC m=+36.767458977 ,  2023-08-22 07:46:32.019139031 +0000 UTC m=+36.778624857 ,  11165780
2023-08-22 07:46:32.007934328 +0000 UTC m=+36.767420134 ,  2023-08-22 07:46:32.019142658 +0000 UTC m=+36.778628484 ,  11208069
2023-08-22 07:46:32.007948485 +0000 UTC m=+36.767434301 ,  2023-08-22 07:46:32.019180319 +0000 UTC m=+36.778666145 ,  11231744
2023-08-22 07:46:32.007950619 +0000 UTC m=+36.767436435 ,  2023-08-22 07:46:32.019084148 +0000 UTC m=+36.778569954 ,  11133448
2023-08-22 07:46:32.007966599 +0000 UTC m=+36.767452405 ,  2023-08-22 07:46:32.019119344 +0000 UTC m=+36.778605140 ,  11152675
2023-08-22 07:46:32.008000262 +0000 UTC m=+36.767486078 ,  2023-08-22 07:46:32.019167024 +0000 UTC m=+36.778652840 ,  11166672
2023-08-22 07:46:32.008009109 +0000 UTC m=+36.767494915 ,  2023-08-22 07:46:32.019183675 +0000 UTC m=+36.778669491 ,  11174476
2023-08-22 07:46:32.008003769 +0000 UTC m=+36.767489575 ,  2023-08-22 07:46:32.019194796 +0000 UTC m=+36.778680612 ,  11190937
2023-08-22 07:46:32.019758568 +0000 UTC m=+36.779244374 ,  2023-08-22 07:46:32.034114469 +0000 UTC m=+36.793600275 ,  14355841
2023-08-22 07:46:32.019728652 +0000 UTC m=+36.779214468 ,  2023-08-22 07:46:32.034139887 +0000 UTC m=+36.793625703 ,  14410844
2023-08-22 07:46:32.019778997 +0000 UTC m=+36.779264803 ,  2023-08-22 07:46:32.03417325 +0000 UTC m=+36.793659046 ,  14394192
2023-08-22 07:46:32.019779778 +0000 UTC m=+36.779265594 ,  2023-08-22 07:46:32.034172328 +0000 UTC m=+36.793658144 ,  14392400
2023-08-22 07:46:32.019779738 +0000 UTC m=+36.779265534 ,  2023-08-22 07:46:32.034230387 +0000 UTC m=+36.793716203 ,  14450269
2023-08-22 07:46:32.019817249 +0000 UTC m=+36.779303055 ,  2023-08-22 07:46:32.034262868 +0000 UTC m=+36.793748684 ,  14445539
2023-08-22 07:46:32.019807571 +0000 UTC m=+36.779293367 ,  2023-08-22 07:46:32.034230968 +0000 UTC m=+36.793716804 ,  14423087
2023-08-22 07:46:32.019816097 +0000 UTC m=+36.779301923 ,  2023-08-22 07:46:32.034307873 +0000 UTC m=+36.793793689 ,  14491656
2023-08-22 07:46:32.019843829 +0000 UTC m=+36.779329635 ,  2023-08-22 07:46:32.034286703 +0000 UTC m=+36.793772529 ,  14442624
2023-08-22 07:46:32.019858807 +0000 UTC m=+36.779344613 ,  2023-08-22 07:46:32.034354832 +0000 UTC m=+36.793840648 ,  14495925
2023-08-22 07:46:32.019848758 +0000 UTC m=+36.779334554 ,  2023-08-22 07:46:32.034353609 +0000 UTC m=+36.793839435 ,  14504451
2023-08-22 07:46:32.019815496 +0000 UTC m=+36.779301292 ,  2023-08-22 07:46:32.034253601 +0000 UTC m=+36.793739427 ,  14438015
2023-08-22 07:46:32.019862484 +0000 UTC m=+36.779348310 ,  2023-08-22 07:46:32.034409946 +0000 UTC m=+36.793895772 ,  14547361
2023-08-22 07:46:32.019869417 +0000 UTC m=+36.779355233 ,  2023-08-22 07:46:32.034397392 +0000 UTC m=+36.793883208 ,  14527885
2023-08-22 07:46:32.019884295 +0000 UTC m=+36.779370091 ,  2023-08-22 07:46:32.034447476 +0000 UTC m=+36.793933292 ,  14563121
2023-08-22 07:46:32.019883604 +0000 UTC m=+36.779369400 ,  2023-08-22 07:46:32.034413292 +0000 UTC m=+36.793899098 ,  14529628
2023-08-22 07:46:32.019889836 +0000 UTC m=+36.779375642 ,  2023-08-22 07:46:32.034451013 +0000 UTC m=+36.793936849 ,  14561087
2023-08-22 07:46:32.01986037 +0000 UTC m=+36.779346176 ,  2023-08-22 07:46:32.034482382 +0000 UTC m=+36.793968208 ,  14621681
2023-08-22 07:46:32.019982921 +0000 UTC m=+36.779468737 ,  2023-08-22 07:46:32.034529 +0000 UTC m=+36.794014836 ,  14545969
2023-08-22 07:46:32.019867153 +0000 UTC m=+36.779352959 ,  2023-08-22 07:46:32.03442287 +0000 UTC m=+36.793908676 ,  14555637
2023-08-22 07:46:32.019915274 +0000 UTC m=+36.779401080 ,  2023-08-22 07:46:32.034495076 +0000 UTC m=+36.793980912 ,  14579712
2023-08-22 07:46:32.019944699 +0000 UTC m=+36.779430515 ,  2023-08-22 07:46:32.034501177 +0000 UTC m=+36.793986994 ,  14556028
2023-08-22 07:46:32.019903572 +0000 UTC m=+36.779389388 ,  2023-08-22 07:46:32.034473686 +0000 UTC m=+36.793959522 ,  14569983
2023-08-22 07:46:32.020053394 +0000 UTC m=+36.779539200 ,  2023-08-22 07:46:32.034599843 +0000 UTC m=+36.794085669 ,  14546349
2023-08-22 07:46:32.019954858 +0000 UTC m=+36.779440654 ,  2023-08-22 07:46:32.034569105 +0000 UTC m=+36.794054942 ,  14613847
2023-08-22 07:46:32.037432681 +0000 UTC m=+36.796918498 ,  2023-08-22 07:46:32.048846559 +0000 UTC m=+36.808332355 ,  11413696
2023-08-22 07:46:32.037464982 +0000 UTC m=+36.796950818 ,  2023-08-22 07:46:32.048875002 +0000 UTC m=+36.808360798 ,  11409620
2023-08-22 07:46:32.037498726 +0000 UTC m=+36.796984552 ,  2023-08-22 07:46:32.048877787 +0000 UTC m=+36.808363594 ,  11378541
2023-08-22 07:46:32.037520066 +0000 UTC m=+36.797005892 ,  2023-08-22 07:46:32.048915649 +0000 UTC m=+36.808401445 ,  11395493
2023-08-22 07:46:32.037543701 +0000 UTC m=+36.797029537 ,  2023-08-22 07:46:32.048938392 +0000 UTC m=+36.808424188 ,  11394601
2023-08-22 07:46:32.037522731 +0000 UTC m=+36.797008547 ,  2023-08-22 07:46:32.048950835 +0000 UTC m=+36.808436631 ,  11428034
2023-08-22 07:46:32.037499407 +0000 UTC m=+36.796985223 ,  2023-08-22 07:46:32.048917723 +0000 UTC m=+36.808403519 ,  11418115
2023-08-22 07:46:32.037428173 +0000 UTC m=+36.796913979 ,  2023-08-22 07:46:32.048853933 +0000 UTC m=+36.808339729 ,  11425339
2023-08-22 07:46:32.037557887 +0000 UTC m=+36.797043713 ,  2023-08-22 07:46:32.049003765 +0000 UTC m=+36.808489561 ,  11445768
2023-08-22 07:46:32.047847797 +0000 UTC m=+36.807333593 ,  2023-08-22 07:46:32.060450494 +0000 UTC m=+36.819936300 ,  12602627
2023-08-22 07:46:32.047814654 +0000 UTC m=+36.807300450 ,  2023-08-22 07:46:32.060467726 +0000 UTC m=+36.819953552 ,  12652511
2023-08-22 07:46:32.047878755 +0000 UTC m=+36.807364551 ,  2023-08-22 07:46:32.060498965 +0000 UTC m=+36.819984781 ,  12620100
2023-08-22 07:46:32.047911026 +0000 UTC m=+36.807396822 ,  2023-08-22 07:46:32.060518622 +0000 UTC m=+36.820004418 ,  12607536
2023-08-22 07:46:32.04791855 +0000 UTC m=+36.807404346 ,  2023-08-22 07:46:32.060545513 +0000 UTC m=+36.820031309 ,  12626622
2023-08-22 07:46:32.047882342 +0000 UTC m=+36.807368138 ,  2023-08-22 07:46:32.060522059 +0000 UTC m=+36.820007865 ,  12639677
2023-08-22 07:46:32.047848197 +0000 UTC m=+36.807333993 ,  2023-08-22 07:46:32.060500418 +0000 UTC m=+36.819986244 ,  12652151
2023-08-22 07:46:32.047925353 +0000 UTC m=+36.807411159 ,  2023-08-22 07:46:32.060547857 +0000 UTC m=+36.820033653 ,  12622444
2023-08-22 07:46:32.047963775 +0000 UTC m=+36.807449601 ,  2023-08-22 07:46:32.060590698 +0000 UTC m=+36.820076494 ,  12626843
2023-08-22 07:46:32.047948847 +0000 UTC m=+36.807434673 ,  2023-08-22 07:46:32.06055984 +0000 UTC m=+36.820045646 ,  12610923
2023-08-22 07:46:32.047982651 +0000 UTC m=+36.807468447 ,  2023-08-22 07:46:32.060581781 +0000 UTC m=+36.820067577 ,  12599080
2023-08-22 07:46:32.04796122 +0000 UTC m=+36.807447016 ,  2023-08-22 07:46:32.060562705 +0000 UTC m=+36.820048521 ,  12601415
2023-08-22 07:46:32.048065306 +0000 UTC m=+36.807551113 ,  2023-08-22 07:46:32.060638939 +0000 UTC m=+36.820124755 ,  12573241
2023-08-22 07:46:32.048105492 +0000 UTC m=+36.807591288 ,  2023-08-22 07:46:32.060668034 +0000 UTC m=+36.820153830 ,  12562492
2023-08-22 07:46:32.04807238 +0000 UTC m=+36.807558176 ,  2023-08-22 07:46:32.060640622 +0000 UTC m=+36.820126448 ,  12568002
2023-08-22 07:46:32.048114329 +0000 UTC m=+36.807600155 ,  2023-08-22 07:46:32.060672763 +0000 UTC m=+36.820158589 ,  12558314
2023-08-22 07:46:32.063030966 +0000 UTC m=+36.822516782 ,  2023-08-22 07:46:32.077176841 +0000 UTC m=+36.836662637 ,  14145565
2023-08-22 07:46:32.063084216 +0000 UTC m=+36.822570032 ,  2023-08-22 07:46:32.077215464 +0000 UTC m=+36.836701260 ,  14131088
2023-08-22 07:46:32.063077904 +0000 UTC m=+36.822563720 ,  2023-08-22 07:46:32.077223259 +0000 UTC m=+36.836709075 ,  14144874
2023-08-22 07:46:32.063153226 +0000 UTC m=+36.822639042 ,  2023-08-22 07:46:32.077257814 +0000 UTC m=+36.836743630 ,  14104137
2023-08-22 07:46:32.063155901 +0000 UTC m=+36.822641717 ,  2023-08-22 07:46:32.077299602 +0000 UTC m=+36.836785419 ,  14143621
2023-08-22 07:46:32.063063016 +0000 UTC m=+36.822548822 ,  2023-08-22 07:46:32.077180638 +0000 UTC m=+36.836666444 ,  14117522
2023-08-22 07:46:32.063231163 +0000 UTC m=+36.822716979 ,  2023-08-22 07:46:32.077323858 +0000 UTC m=+36.836809654 ,  14092605
2023-08-22 07:46:32.063214993 +0000 UTC m=+36.822700809 ,  2023-08-22 07:46:32.077327575 +0000 UTC m=+36.836813381 ,  14112492
2023-08-22 07:46:32.063670511 +0000 UTC m=+36.823156327 ,  2023-08-22 07:46:32.077352843 +0000 UTC m=+36.836838649 ,  13682212
2023-08-22 07:46:32.063182682 +0000 UTC m=+36.822668498 ,  2023-08-22 07:46:32.077302408 +0000 UTC m=+36.836788204 ,  14119395
2023-08-22 07:46:32.063239639 +0000 UTC m=+36.822725465 ,  2023-08-22 07:46:32.077385234 +0000 UTC m=+36.836871040 ,  14145194
2023-08-22 07:46:32.06370165 +0000 UTC m=+36.823187466 ,  2023-08-22 07:46:32.077402486 +0000 UTC m=+36.836888292 ,  13700736
2023-08-22 07:46:32.063692783 +0000 UTC m=+36.823178599 ,  2023-08-22 07:46:32.077413928 +0000 UTC m=+36.836899724 ,  13720995
2023-08-22 07:46:32.063117198 +0000 UTC m=+36.822603015 ,  2023-08-22 07:46:32.077280647 +0000 UTC m=+36.836766453 ,  14163358
2023-08-22 07:46:32.063716438 +0000 UTC m=+36.823202254 ,  2023-08-22 07:46:32.077451048 +0000 UTC m=+36.836936844 ,  13734269
2023-08-22 07:46:32.063742146 +0000 UTC m=+36.823227962 ,  2023-08-22 07:46:32.077453062 +0000 UTC m=+36.836938878 ,  13710645
2023-08-22 07:46:32.063749109 +0000 UTC m=+36.823234925 ,  2023-08-22 07:46:32.077490382 +0000 UTC m=+36.836976178 ,  13741153
2023-08-22 07:46:32.063745903 +0000 UTC m=+36.823231719 ,  2023-08-22 07:46:32.077512964 +0000 UTC m=+36.836998771 ,  13766741
2023-08-22 07:46:32.06374941 +0000 UTC m=+36.823235246 ,  2023-08-22 07:46:32.077536429 +0000 UTC m=+36.837022255 ,  13786748
2023-08-22 07:46:32.0638024 +0000 UTC m=+36.823288216 ,  2023-08-22 07:46:32.077559452 +0000 UTC m=+36.837045258 ,  13756972
2023-08-22 07:46:32.063809453 +0000 UTC m=+36.823295299 ,  2023-08-22 07:46:32.077598686 +0000 UTC m=+36.837084502 ,  13789113
2023-08-22 07:46:32.063810996 +0000 UTC m=+36.823296822 ,  2023-08-22 07:46:32.07761158 +0000 UTC m=+36.837097396 ,  13800154
2023-08-22 07:46:32.063753087 +0000 UTC m=+36.823238913 ,  2023-08-22 07:46:32.077577767 +0000 UTC m=+36.837063583 ,  13824459
2023-08-22 07:46:32.063848667 +0000 UTC m=+36.823334493 ,  2023-08-22 07:46:32.077652267 +0000 UTC m=+36.837138073 ,  13803500
2023-08-22 07:46:32.063747195 +0000 UTC m=+36.823233012 ,  2023-08-22 07:46:32.077491895 +0000 UTC m=+36.836977711 ,  13744498
2023-08-22 07:46:32.077725846 +0000 UTC m=+36.837211662 ,  2023-08-22 07:46:32.088969763 +0000 UTC m=+36.848455569 ,  11243816
2023-08-22 07:46:32.077718933 +0000 UTC m=+36.837204739 ,  2023-08-22 07:46:32.089019306 +0000 UTC m=+36.848505112 ,  11300283
2023-08-22 07:46:32.077783144 +0000 UTC m=+36.837268940 ,  2023-08-22 07:46:32.089029896 +0000 UTC m=+36.848515702 ,  11246692
2023-08-22 07:46:32.077824451 +0000 UTC m=+36.837310257 ,  2023-08-22 07:46:32.089069681 +0000 UTC m=+36.848555487 ,  11245160
2023-08-22 07:46:32.077803983 +0000 UTC m=+36.837289789 ,  2023-08-22 07:46:32.08905334 +0000 UTC m=+36.848539136 ,  11249287
2023-08-22 07:46:32.077793052 +0000 UTC m=+36.837278858 ,  2023-08-22 07:46:32.089054863 +0000 UTC m=+36.848540669 ,  11261741
2023-08-22 07:46:32.077838538 +0000 UTC m=+36.837324354 ,  2023-08-22 07:46:32.089071324 +0000 UTC m=+36.848557120 ,  11232716
2023-08-22 07:46:32.077854087 +0000 UTC m=+36.837339883 ,  2023-08-22 07:46:32.089081052 +0000 UTC m=+36.848566848 ,  11226915
2023-08-22 07:46:32.077766362 +0000 UTC m=+36.837252168 ,  2023-08-22 07:46:32.089030978 +0000 UTC m=+36.848516794 ,  11264546
2023-08-22 07:46:32.089316416 +0000 UTC m=+36.848802222 ,  2023-08-22 07:46:32.102346448 +0000 UTC m=+36.861832264 ,  13029882
2023-08-22 07:46:32.089343637 +0000 UTC m=+36.848829433 ,  2023-08-22 07:46:32.102376305 +0000 UTC m=+36.861862121 ,  13032578
2023-08-22 07:46:32.089333819 +0000 UTC m=+36.848819625 ,  2023-08-22 07:46:32.102396934 +0000 UTC m=+36.861882760 ,  13062754
2023-08-22 07:46:32.089362172 +0000 UTC m=+36.848847988 ,  2023-08-22 07:46:32.102436899 +0000 UTC m=+36.861922705 ,  13074647
2023-08-22 07:46:32.089344719 +0000 UTC m=+36.848830525 ,  2023-08-22 07:46:32.10244263 +0000 UTC m=+36.861928446 ,  13097821
2023-08-22 07:46:32.089372011 +0000 UTC m=+36.848857817 ,  2023-08-22 07:46:32.102468418 +0000 UTC m=+36.861954234 ,  13096327
2023-08-22 07:46:32.089363444 +0000 UTC m=+36.848849260 ,  2023-08-22 07:46:32.102468098 +0000 UTC m=+36.861953924 ,  13104533
2023-08-22 07:46:32.089415112 +0000 UTC m=+36.848900908 ,  2023-08-22 07:46:32.102498635 +0000 UTC m=+36.861984451 ,  13083443
2023-08-22 07:46:32.089816468 +0000 UTC m=+36.849302264 ,  2023-08-22 07:46:32.102488997 +0000 UTC m=+36.861974813 ,  12672429
2023-08-22 07:46:32.089818111 +0000 UTC m=+36.849303927 ,  2023-08-22 07:46:32.102519044 +0000 UTC m=+36.862004890 ,  12700622
2023-08-22 07:46:32.089930092 +0000 UTC m=+36.849415908 ,  2023-08-22 07:46:32.102562606 +0000 UTC m=+36.862048422 ,  12632424
2023-08-22 07:46:32.08986522 +0000 UTC m=+36.849351026 ,  2023-08-22 07:46:32.102561373 +0000 UTC m=+36.862047199 ,  12696083
2023-08-22 07:46:32.089863186 +0000 UTC m=+36.849348992 ,  2023-08-22 07:46:32.102535885 +0000 UTC m=+36.862021711 ,  12672559
2023-08-22 07:46:32.089860621 +0000 UTC m=+36.849346417 ,  2023-08-22 07:46:32.102539212 +0000 UTC m=+36.862025028 ,  12678490
2023-08-22 07:46:32.089839431 +0000 UTC m=+36.849325227 ,  2023-08-22 07:46:32.102512682 +0000 UTC m=+36.861998488 ,  12673191
2023-08-22 07:46:32.089317718 +0000 UTC m=+36.848803524 ,  2023-08-22 07:46:32.102345316 +0000 UTC m=+36.861831142 ,  13027488
2023-08-22 07:46:32.106063382 +0000 UTC m=+36.865549198 ,  2023-08-22 07:46:32.116563448 +0000 UTC m=+36.876049244 ,  10499935
2023-08-22 07:46:32.106029348 +0000 UTC m=+36.865515164 ,  2023-08-22 07:46:32.116566864 +0000 UTC m=+36.876052690 ,  10537235
2023-08-22 07:46:32.106106193 +0000 UTC m=+36.865591999 ,  2023-08-22 07:46:32.116605807 +0000 UTC m=+36.876091643 ,  10499123
2023-08-22 07:46:32.106160255 +0000 UTC m=+36.865646081 ,  2023-08-22 07:46:32.116646825 +0000 UTC m=+36.876132621 ,  10486239
2023-08-22 07:46:32.106148112 +0000 UTC m=+36.865633918 ,  2023-08-22 07:46:32.116653728 +0000 UTC m=+36.876139534 ,  10505025
2023-08-22 07:46:32.106112545 +0000 UTC m=+36.865598351 ,  2023-08-22 07:46:32.116638719 +0000 UTC m=+36.876124535 ,  10525824
2023-08-22 07:46:32.106228683 +0000 UTC m=+36.865714480 ,  2023-08-22 07:46:32.116734179 +0000 UTC m=+36.876220005 ,  10505084
2023-08-22 07:46:32.1069115 +0000 UTC m=+36.866397316 ,  2023-08-22 07:46:32.116753856 +0000 UTC m=+36.876239662 ,  9842196
2023-08-22 07:46:32.106142481 +0000 UTC m=+36.865628297 ,  2023-08-22 07:46:32.116629021 +0000 UTC m=+36.876114817 ,  10486129
2023-08-22 07:46:32.106929284 +0000 UTC m=+36.866415090 ,  2023-08-22 07:46:32.116800765 +0000 UTC m=+36.876286561 ,  9871360
2023-08-22 07:46:32.106094911 +0000 UTC m=+36.865580728 ,  2023-08-22 07:46:32.116604956 +0000 UTC m=+36.876090772 ,  10509653
2023-08-22 07:46:32.106264962 +0000 UTC m=+36.865750788 ,  2023-08-22 07:46:32.116717347 +0000 UTC m=+36.876203174 ,  10452275
2023-08-22 07:46:32.106195441 +0000 UTC m=+36.865681257 ,  2023-08-22 07:46:32.116678504 +0000 UTC m=+36.876164330 ,  10482953
2023-08-22 07:46:32.106937579 +0000 UTC m=+36.866423375 ,  2023-08-22 07:46:32.116855408 +0000 UTC m=+36.876341224 ,  9917708
2023-08-22 07:46:32.106933071 +0000 UTC m=+36.866418867 ,  2023-08-22 07:46:32.11688873 +0000 UTC m=+36.876374556 ,  9955559
2023-08-22 07:46:32.106926368 +0000 UTC m=+36.866412184 ,  2023-08-22 07:46:32.116826393 +0000 UTC m=+36.876312209 ,  9899935
2023-08-22 07:46:32.10697003 +0000 UTC m=+36.866455856 ,  2023-08-22 07:46:32.116909189 +0000 UTC m=+36.876394995 ,  9938678
2023-08-22 07:46:32.106907983 +0000 UTC m=+36.866393779 ,  2023-08-22 07:46:32.116766951 +0000 UTC m=+36.876252757 ,  9858718
2023-08-22 07:46:32.106201132 +0000 UTC m=+36.865686958 ,  2023-08-22 07:46:32.116678444 +0000 UTC m=+36.876164270 ,  10477182
2023-08-22 07:46:32.107014664 +0000 UTC m=+36.866500491 ,  2023-08-22 07:46:32.116959213 +0000 UTC m=+36.876445049 ,  9944338
2023-08-22 07:46:32.108603057 +0000 UTC m=+36.868088863 ,  2023-08-22 07:46:32.116980503 +0000 UTC m=+36.876466309 ,  8377356
2023-08-22 07:46:32.106966333 +0000 UTC m=+36.866452139 ,  2023-08-22 07:46:32.116939416 +0000 UTC m=+36.876425222 ,  9972812
2023-08-22 07:46:32.106939483 +0000 UTC m=+36.866425289 ,  2023-08-22 07:46:32.116889903 +0000 UTC m=+36.876375719 ,  9950350
2023-08-22 07:46:32.106969219 +0000 UTC m=+36.866455015 ,  2023-08-22 07:46:32.116961427 +0000 UTC m=+36.876447253 ,  9991978
2023-08-22 07:46:32.106933972 +0000 UTC m=+36.866419788 ,  2023-08-22 07:46:32.116865186 +0000 UTC m=+36.876351002 ,  9930783
2023-08-22 07:46:32.117954799 +0000 UTC m=+36.877440605 ,  2023-08-22 07:46:32.127299978 +0000 UTC m=+36.886785775 ,  9345099
2023-08-22 07:46:32.117948277 +0000 UTC m=+36.877434073 ,  2023-08-22 07:46:32.127310518 +0000 UTC m=+36.886796324 ,  9361911
2023-08-22 07:46:32.117983423 +0000 UTC m=+36.877469219 ,  2023-08-22 07:46:32.127325386 +0000 UTC m=+36.886811192 ,  9341893
2023-08-22 07:46:32.117980808 +0000 UTC m=+36.877466614 ,  2023-08-22 07:46:32.127329905 +0000 UTC m=+36.886815711 ,  9349007
2023-08-22 07:46:32.117986038 +0000 UTC m=+36.877471834 ,  2023-08-22 07:46:32.127349552 +0000 UTC m=+36.886835378 ,  9363394
2023-08-22 07:46:32.118005976 +0000 UTC m=+36.877491772 ,  2023-08-22 07:46:32.127371964 +0000 UTC m=+36.886857780 ,  9365908
2023-08-22 07:46:32.11799756 +0000 UTC m=+36.877483356 ,  2023-08-22 07:46:32.127356956 +0000 UTC m=+36.886842762 ,  9359346
2023-08-22 07:46:32.11800306 +0000 UTC m=+36.877488856 ,  2023-08-22 07:46:32.127359751 +0000 UTC m=+36.886845557 ,  9356641
2023-08-22 07:46:32.117992911 +0000 UTC m=+36.877478707 ,  2023-08-22 07:46:32.127343741 +0000 UTC m=+36.886829537 ,  9350780
2023-08-22 07:46:32.131301749 +0000 UTC m=+36.890787565 ,  2023-08-22 07:46:32.143398072 +0000 UTC m=+36.902883888 ,  12095892
2023-08-22 07:46:32.131293082 +0000 UTC m=+36.890778898 ,  2023-08-22 07:46:32.143404644 +0000 UTC m=+36.902890460 ,  12111232
2023-08-22 07:46:32.131337276 +0000 UTC m=+36.890823092 ,  2023-08-22 07:46:32.143455159 +0000 UTC m=+36.902940965 ,  12117413
2023-08-22 07:46:32.131304604 +0000 UTC m=+36.890790430 ,  2023-08-22 07:46:32.143496086 +0000 UTC m=+36.902981903 ,  12191002
2023-08-22 07:46:32.131344469 +0000 UTC m=+36.890830295 ,  2023-08-22 07:46:32.143541302 +0000 UTC m=+36.903027118 ,  12196662
2023-08-22 07:46:32.131347465 +0000 UTC m=+36.890833271 ,  2023-08-22 07:46:32.143521895 +0000 UTC m=+36.903007711 ,  12174049
2023-08-22 07:46:32.131384204 +0000 UTC m=+36.890870030 ,  2023-08-22 07:46:32.143573082 +0000 UTC m=+36.903058898 ,  12188617
2023-08-22 07:46:32.131361321 +0000 UTC m=+36.890847137 ,  2023-08-22 07:46:32.14360399 +0000 UTC m=+36.903089796 ,  12242228
2023-08-22 07:46:32.131393281 +0000 UTC m=+36.890879107 ,  2023-08-22 07:46:32.143622525 +0000 UTC m=+36.903108341 ,  12228873
