3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  1
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692651482781482625  commit quorum:  [4]
2023-08-21 20:58:46.580229129 +0000 UTC m=+58.982657234 ,  2023-08-21 20:58:46.796108814 +0000 UTC m=+59.198536909 ,  215879465
2023-08-21 20:58:46.580284002 +0000 UTC m=+58.982712107 ,  2023-08-21 20:58:46.796139772 +0000 UTC m=+59.198567867 ,  215855660
2023-08-21 20:58:46.382500397 +0000 UTC m=+58.784928482 ,  2023-08-21 20:58:46.795710113 +0000 UTC m=+59.198138208 ,  413209315
2023-08-21 20:58:46.579506849 +0000 UTC m=+58.981934944 ,  2023-08-21 20:58:46.795799201 +0000 UTC m=+59.198227296 ,  216292232
2023-08-21 20:58:46.579446605 +0000 UTC m=+58.981874690 ,  2023-08-21 20:58:46.79572983 +0000 UTC m=+59.198157925 ,  216282815
2023-08-21 20:58:46.579532006 +0000 UTC m=+58.981960111 ,  2023-08-21 20:58:46.795873872 +0000 UTC m=+59.198301977 ,  216341495
2023-08-21 20:58:46.57945949 +0000 UTC m=+58.981887575 ,  2023-08-21 20:58:46.795767391 +0000 UTC m=+59.198195476 ,  216307851
2023-08-21 20:58:46.580047948 +0000 UTC m=+58.982476063 ,  2023-08-21 20:58:46.796070201 +0000 UTC m=+59.198498296 ,  216022173
2023-08-21 20:58:46.579618168 +0000 UTC m=+58.982046273 ,  2023-08-21 20:58:46.795891936 +0000 UTC m=+59.198320031 ,  216273497
2023-08-21 20:58:46.580109864 +0000 UTC m=+58.982537959 ,  2023-08-21 20:58:46.796084859 +0000 UTC m=+59.198512954 ,  215974534
2023-08-21 20:58:46.579481401 +0000 UTC m=+58.981909496 ,  2023-08-21 20:58:46.795767351 +0000 UTC m=+59.198195446 ,  216285750
2023-08-21 20:58:46.580214311 +0000 UTC m=+58.982642426 ,  2023-08-21 20:58:46.796108704 +0000 UTC m=+59.198536809 ,  215894153
2023-08-21 20:58:46.579640631 +0000 UTC m=+58.982068736 ,  2023-08-21 20:58:46.795916572 +0000 UTC m=+59.198344657 ,  216275871
2023-08-21 20:58:46.580043189 +0000 UTC m=+58.982471284 ,  2023-08-21 20:58:46.796077565 +0000 UTC m=+59.198505650 ,  216033956
2023-08-21 20:58:46.580258574 +0000 UTC m=+58.982686669 ,  2023-08-21 20:58:46.796131056 +0000 UTC m=+59.198559141 ,  215872141
2023-08-21 20:58:46.580251601 +0000 UTC m=+58.982679706 ,  2023-08-21 20:58:46.79612805 +0000 UTC m=+59.198556145 ,  215876359
2023-08-21 20:58:46.580345598 +0000 UTC m=+58.982773693 ,  2023-08-21 20:58:46.796141686 +0000 UTC m=+59.198569781 ,  215795647
2023-08-21 20:58:46.579778761 +0000 UTC m=+58.982206866 ,  2023-08-21 20:58:46.795945997 +0000 UTC m=+59.198374083 ,  216167096
2023-08-21 20:58:46.580379392 +0000 UTC m=+58.982807497 ,  2023-08-21 20:58:46.796832958 +0000 UTC m=+59.199261053 ,  216453215
2023-08-21 20:58:46.595123239 +0000 UTC m=+58.997551324 ,  2023-08-21 20:58:46.804456926 +0000 UTC m=+59.206885011 ,  209333607
2023-08-21 20:58:46.580848836 +0000 UTC m=+58.983276941 ,  2023-08-21 20:58:46.804459501 +0000 UTC m=+59.206887596 ,  223610304
2023-08-21 20:58:46.600898666 +0000 UTC m=+59.003326761 ,  2023-08-21 20:58:46.822979429 +0000 UTC m=+59.225407534 ,  222080683
2023-08-21 20:58:46.600803637 +0000 UTC m=+59.003231722 ,  2023-08-21 20:58:46.822980211 +0000 UTC m=+59.225408306 ,  222176183
2023-08-21 20:58:46.600962085 +0000 UTC m=+59.003390180 ,  2023-08-21 20:58:47.041128458 +0000 UTC m=+59.443556543 ,  440166313
2023-08-21 20:58:46.824466239 +0000 UTC m=+59.226894324 ,  2023-08-21 20:58:47.041206135 +0000 UTC m=+59.443634220 ,  216739835
2023-08-21 20:58:46.824544777 +0000 UTC m=+59.226972862 ,  2023-08-21 20:58:47.04122492 +0000 UTC m=+59.443653005 ,  216680083
2023-08-21 20:58:46.824496366 +0000 UTC m=+59.226924461 ,  2023-08-21 20:58:47.041241591 +0000 UTC m=+59.443669686 ,  216745095
2023-08-21 20:58:46.824607866 +0000 UTC m=+59.227035951 ,  2023-08-21 20:58:47.041291826 +0000 UTC m=+59.443719921 ,  216683920
2023-08-21 20:58:46.824643593 +0000 UTC m=+59.227071678 ,  2023-08-21 20:58:47.041308167 +0000 UTC m=+59.443736252 ,  216664524
2023-08-21 20:58:46.824691444 +0000 UTC m=+59.227119559 ,  2023-08-21 20:58:47.041350787 +0000 UTC m=+59.443778882 ,  216659253
2023-08-21 20:58:46.824690822 +0000 UTC m=+59.227118917 ,  2023-08-21 20:58:47.041394459 +0000 UTC m=+59.443822544 ,  216703577
2023-08-21 20:58:46.824782385 +0000 UTC m=+59.227210490 ,  2023-08-21 20:58:47.041423484 +0000 UTC m=+59.443851569 ,  216641029
2023-08-21 20:58:46.825011536 +0000 UTC m=+59.227439631 ,  2023-08-21 20:58:47.041444954 +0000 UTC m=+59.443873039 ,  216433358
2023-08-21 20:58:46.824627413 +0000 UTC m=+59.227055518 ,  2023-08-21 20:58:47.041309169 +0000 UTC m=+59.443737264 ,  216681686
2023-08-21 20:58:46.825086227 +0000 UTC m=+59.227514312 ,  2023-08-21 20:58:47.04146944 +0000 UTC m=+59.443897536 ,  216383153
2023-08-21 20:58:46.825039399 +0000 UTC m=+59.227467494 ,  2023-08-21 20:58:47.041471464 +0000 UTC m=+59.443899559 ,  216431955
2023-08-21 20:58:46.825155728 +0000 UTC m=+59.227583823 ,  2023-08-21 20:58:47.041526678 +0000 UTC m=+59.443954773 ,  216370890
2023-08-21 20:58:46.82519371 +0000 UTC m=+59.227621795 ,  2023-08-21 20:58:47.041544422 +0000 UTC m=+59.443972517 ,  216350381
2023-08-21 20:58:46.825203799 +0000 UTC m=+59.227631884 ,  2023-08-21 20:58:47.041569118 +0000 UTC m=+59.443997213 ,  216365279
2023-08-21 20:58:46.824713255 +0000 UTC m=+59.227141370 ,  2023-08-21 20:58:47.041410019 +0000 UTC m=+59.443838104 ,  216696683
2023-08-21 20:58:46.824623385 +0000 UTC m=+59.227051480 ,  2023-08-21 20:58:47.041294321 +0000 UTC m=+59.443722406 ,  216670876
2023-08-21 20:58:46.824555958 +0000 UTC m=+59.226984043 ,  2023-08-21 20:58:47.04126768 +0000 UTC m=+59.443695766 ,  216711562
2023-08-21 20:58:46.824762227 +0000 UTC m=+59.227190312 ,  2023-08-21 20:58:47.041433242 +0000 UTC m=+59.443861337 ,  216670965
2023-08-21 20:58:46.824794207 +0000 UTC m=+59.227222312 ,  2023-08-21 20:58:47.041445225 +0000 UTC m=+59.443873320 ,  216650938
2023-08-21 20:58:46.824597206 +0000 UTC m=+59.227025321 ,  2023-08-21 20:58:47.041274073 +0000 UTC m=+59.443702158 ,  216676786
2023-08-21 20:58:46.824676485 +0000 UTC m=+59.227104580 ,  2023-08-21 20:58:47.041327333 +0000 UTC m=+59.443755418 ,  216650788
2023-08-21 20:58:46.825123087 +0000 UTC m=+59.227551172 ,  2023-08-21 20:58:47.041502082 +0000 UTC m=+59.443930167 ,  216378875
2023-08-21 20:58:46.824583039 +0000 UTC m=+59.227011124 ,  2023-08-21 20:58:47.041264805 +0000 UTC m=+59.443692890 ,  216681686
2023-08-21 20:58:46.825113619 +0000 UTC m=+59.227541704 ,  2023-08-21 20:58:47.041511079 +0000 UTC m=+59.443939174 ,  216397109
2023-08-21 20:58:46.825160517 +0000 UTC m=+59.227588612 ,  2023-08-21 20:58:47.041529193 +0000 UTC m=+59.443957278 ,  216368506
2023-08-21 20:58:46.824668009 +0000 UTC m=+59.227096094 ,  2023-08-21 20:58:47.041331901 +0000 UTC m=+59.443760007 ,  216663692
2023-08-21 20:58:46.825182278 +0000 UTC m=+59.227610363 ,  2023-08-21 20:58:47.041556294 +0000 UTC m=+59.443984389 ,  216373966
2023-08-21 20:58:46.825283298 +0000 UTC m=+59.227711383 ,  2023-08-21 20:58:47.041569639 +0000 UTC m=+59.443997734 ,  216286151
2023-08-21 20:58:46.824738091 +0000 UTC m=+59.227166176 ,  2023-08-21 20:58:47.041403116 +0000 UTC m=+59.443831201 ,  216664974
2023-08-21 20:58:46.824597597 +0000 UTC m=+59.227025692 ,  2023-08-21 20:58:47.041278811 +0000 UTC m=+59.443706907 ,  216681164
2023-08-21 20:58:46.825291494 +0000 UTC m=+59.227719579 ,  2023-08-21 20:58:47.041585219 +0000 UTC m=+59.444013314 ,  216293554
2023-08-21 20:58:46.825310379 +0000 UTC m=+59.227738464 ,  2023-08-21 20:58:47.044517451 +0000 UTC m=+59.446945556 ,  219206721
2023-08-21 20:58:46.826055412 +0000 UTC m=+59.228483528 ,  2023-08-21 20:58:47.056341239 +0000 UTC m=+59.458769354 ,  230285405
2023-08-21 20:58:46.833092806 +0000 UTC m=+59.235520901 ,  2023-08-21 20:58:47.05637913 +0000 UTC m=+59.458807235 ,  223286144
2023-08-21 20:58:46.825327762 +0000 UTC m=+59.227755847 ,  2023-08-21 20:58:47.056348062 +0000 UTC m=+59.458776177 ,  231020089
2023-08-21 20:58:46.851774038 +0000 UTC m=+59.254202123 ,  2023-08-21 20:58:47.277842561 +0000 UTC m=+59.680270656 ,  426068182
2023-08-21 20:58:47.070038915 +0000 UTC m=+59.472467020 ,  2023-08-21 20:58:47.277877236 +0000 UTC m=+59.680305321 ,  207837981
2023-08-21 20:58:46.851888293 +0000 UTC m=+59.254316388 ,  2023-08-21 20:58:47.277879451 +0000 UTC m=+59.680307536 ,  425990947
2023-08-21 20:58:47.070146698 +0000 UTC m=+59.472574813 ,  2023-08-21 20:58:47.277971935 +0000 UTC m=+59.680400030 ,  207824886
2023-08-21 20:58:47.070111863 +0000 UTC m=+59.472539968 ,  2023-08-21 20:58:47.277988606 +0000 UTC m=+59.680416701 ,  207876663
2023-08-21 20:58:47.070193116 +0000 UTC m=+59.472621221 ,  2023-08-21 20:58:47.278024444 +0000 UTC m=+59.680452549 ,  207831187
2023-08-21 20:58:47.070219355 +0000 UTC m=+59.472647460 ,  2023-08-21 20:58:47.278071202 +0000 UTC m=+59.680499297 ,  207851777
2023-08-21 20:58:47.070235466 +0000 UTC m=+59.472663571 ,  2023-08-21 20:58:47.278100988 +0000 UTC m=+59.680529083 ,  207865452
2023-08-21 20:58:47.070602457 +0000 UTC m=+59.473030562 ,  2023-08-21 20:58:47.278153687 +0000 UTC m=+59.680581772 ,  207551110
2023-08-21 20:58:47.070606845 +0000 UTC m=+59.473034950 ,  2023-08-21 20:58:47.278180197 +0000 UTC m=+59.680608282 ,  207573282
2023-08-21 20:58:47.070040939 +0000 UTC m=+59.472469044 ,  2023-08-21 20:58:47.277915388 +0000 UTC m=+59.680343473 ,  207874299
2023-08-21 20:58:47.070161767 +0000 UTC m=+59.472589862 ,  2023-08-21 20:58:47.278015447 +0000 UTC m=+59.680443552 ,  207853499
2023-08-21 20:58:47.070181294 +0000 UTC m=+59.472609399 ,  2023-08-21 20:58:47.278031938 +0000 UTC m=+59.680460023 ,  207850574
2023-08-21 20:58:47.070072839 +0000 UTC m=+59.472500954 ,  2023-08-21 20:58:47.277918153 +0000 UTC m=+59.680346248 ,  207845144
2023-08-21 20:58:47.070197013 +0000 UTC m=+59.472625118 ,  2023-08-21 20:58:47.278048589 +0000 UTC m=+59.680476684 ,  207851396
2023-08-21 20:58:47.070195781 +0000 UTC m=+59.472623886 ,  2023-08-21 20:58:47.27805446 +0000 UTC m=+59.680482555 ,  207858559
2023-08-21 20:58:47.07023257 +0000 UTC m=+59.472660665 ,  2023-08-21 20:58:47.278074127 +0000 UTC m=+59.680502222 ,  207841247
2023-08-21 20:58:47.070239684 +0000 UTC m=+59.472667789 ,  2023-08-21 20:58:47.278096149 +0000 UTC m=+59.680524254 ,  207856274
2023-08-21 20:58:47.070104719 +0000 UTC m=+59.472532824 ,  2023-08-21 20:58:47.277947479 +0000 UTC m=+59.680375564 ,  207842629
2023-08-21 20:58:47.070081275 +0000 UTC m=+59.472509380 ,  2023-08-21 20:58:47.277956816 +0000 UTC m=+59.680384901 ,  207875161
2023-08-21 20:58:47.070277064 +0000 UTC m=+59.472705179 ,  2023-08-21 20:58:47.278120004 +0000 UTC m=+59.680548109 ,  207842839
2023-08-21 20:58:47.070483483 +0000 UTC m=+59.472911608 ,  2023-08-21 20:58:47.278120845 +0000 UTC m=+59.680548930 ,  207637262
2023-08-21 20:58:47.070508109 +0000 UTC m=+59.472936224 ,  2023-08-21 20:58:47.278135603 +0000 UTC m=+59.680563698 ,  207627414
2023-08-21 20:58:47.070525291 +0000 UTC m=+59.472953406 ,  2023-08-21 20:58:47.278141775 +0000 UTC m=+59.680569860 ,  207616173
2023-08-21 20:58:47.070567441 +0000 UTC m=+59.472995556 ,  2023-08-21 20:58:47.27816607 +0000 UTC m=+59.680594155 ,  207598399
2023-08-21 20:58:46.833152017 +0000 UTC m=+59.235580102 ,  2023-08-21 20:58:47.277850015 +0000 UTC m=+59.680278110 ,  444697878
2023-08-21 20:58:47.070621673 +0000 UTC m=+59.473049788 ,  2023-08-21 20:58:47.278182611 +0000 UTC m=+59.680610717 ,  207560818
2023-08-21 20:58:47.070172878 +0000 UTC m=+59.472601003 ,  2023-08-21 20:58:47.278004746 +0000 UTC m=+59.680432852 ,  207831508
2023-08-21 20:58:47.070637513 +0000 UTC m=+59.473065628 ,  2023-08-21 20:58:47.278204873 +0000 UTC m=+59.680632958 ,  207567280
2023-08-21 20:58:47.070645979 +0000 UTC m=+59.473074084 ,  2023-08-21 20:58:47.278206146 +0000 UTC m=+59.680634241 ,  207559736
2023-08-21 20:58:47.070663562 +0000 UTC m=+59.473091677 ,  2023-08-21 20:58:47.301073742 +0000 UTC m=+59.703501837 ,  230409759
2023-08-21 20:58:47.07066786 +0000 UTC m=+59.473095965 ,  2023-08-21 20:58:47.465155437 +0000 UTC m=+59.867583532 ,  394487186
2023-08-21 20:58:47.070669623 +0000 UTC m=+59.473097748 ,  2023-08-21 20:58:47.471755537 +0000 UTC m=+59.874183632 ,  401085773
2023-08-21 20:58:47.070955441 +0000 UTC m=+59.473383546 ,  2023-08-21 20:58:47.471776396 +0000 UTC m=+59.874204491 ,  400820825
2023-08-21 20:58:47.070987933 +0000 UTC m=+59.473416038 ,  2023-08-21 20:58:47.471776706 +0000 UTC m=+59.874204801 ,  400788363
2023-08-21 20:58:47.071016617 +0000 UTC m=+59.473444712 ,  2023-08-21 20:58:47.471820078 +0000 UTC m=+59.874248183 ,  400803050
2023-08-21 20:58:47.306671354 +0000 UTC m=+59.709099450 ,  2023-08-21 20:58:47.471902764 +0000 UTC m=+59.874330859 ,  165231299
2023-08-21 20:58:47.306794777 +0000 UTC m=+59.709222872 ,  2023-08-21 20:58:47.471950033 +0000 UTC m=+59.874378128 ,  165155116
2023-08-21 20:58:47.306788826 +0000 UTC m=+59.709216921 ,  2023-08-21 20:58:47.47196424 +0000 UTC m=+59.874392335 ,  165175303
2023-08-21 20:58:47.306811549 +0000 UTC m=+59.709239644 ,  2023-08-21 20:58:47.471989748 +0000 UTC m=+59.874417843 ,  165178119
2023-08-21 20:58:47.306940541 +0000 UTC m=+59.709368637 ,  2023-08-21 20:58:47.472030995 +0000 UTC m=+59.874459100 ,  165090343
2023-08-21 20:58:47.307281263 +0000 UTC m=+59.709709348 ,  2023-08-21 20:58:47.47206007 +0000 UTC m=+59.874488175 ,  164778487
2023-08-21 20:58:47.30678023 +0000 UTC m=+59.709208345 ,  2023-08-21 20:58:47.471925196 +0000 UTC m=+59.874353281 ,  165144796
2023-08-21 20:58:47.307301521 +0000 UTC m=+59.709729626 ,  2023-08-21 20:58:47.472120273 +0000 UTC m=+59.874548358 ,  164818442
2023-08-21 20:58:47.085183407 +0000 UTC m=+59.487611492 ,  2023-08-21 20:58:47.471865764 +0000 UTC m=+59.874293869 ,  386682297
2023-08-21 20:58:47.085285459 +0000 UTC m=+59.487713544 ,  2023-08-21 20:58:47.471866105 +0000 UTC m=+59.874294320 ,  386580375
2023-08-21 20:58:47.074223376 +0000 UTC m=+59.476651461 ,  2023-08-21 20:58:47.471821451 +0000 UTC m=+59.874249556 ,  397597904
2023-08-21 20:58:47.306898602 +0000 UTC m=+59.709326728 ,  2023-08-21 20:58:47.471992282 +0000 UTC m=+59.874420367 ,  165093589
2023-08-21 20:58:47.306924131 +0000 UTC m=+59.709352236 ,  2023-08-21 20:58:47.4720069 +0000 UTC m=+59.874434985 ,  165082699
2023-08-21 20:58:47.085300167 +0000 UTC m=+59.487728262 ,  2023-08-21 20:58:47.471886132 +0000 UTC m=+59.874314228 ,  386585755
2023-08-21 20:58:47.306931384 +0000 UTC m=+59.709359489 ,  2023-08-21 20:58:47.472007541 +0000 UTC m=+59.874435646 ,  165076057
2023-08-21 20:58:47.307161217 +0000 UTC m=+59.709589312 ,  2023-08-21 20:58:47.472022569 +0000 UTC m=+59.874450654 ,  164861092
2023-08-21 20:58:47.307193418 +0000 UTC m=+59.709621513 ,  2023-08-21 20:58:47.472036395 +0000 UTC m=+59.874464481 ,  164842597
2023-08-21 20:58:47.306663299 +0000 UTC m=+59.709091404 ,  2023-08-21 20:58:47.471887685 +0000 UTC m=+59.874315780 ,  165224196
2023-08-21 20:58:47.307167449 +0000 UTC m=+59.709595544 ,  2023-08-21 20:58:47.472043148 +0000 UTC m=+59.874471233 ,  164875349
2023-08-21 20:58:47.306746256 +0000 UTC m=+59.709174371 ,  2023-08-21 20:58:47.471902754 +0000 UTC m=+59.874330839 ,  165156177
2023-08-21 20:58:47.307258821 +0000 UTC m=+59.709686926 ,  2023-08-21 20:58:47.472110846 +0000 UTC m=+59.874538931 ,  164851664
2023-08-21 20:58:47.307293426 +0000 UTC m=+59.709721521 ,  2023-08-21 20:58:47.472123079 +0000 UTC m=+59.874551174 ,  164829302
2023-08-21 20:58:47.30674849 +0000 UTC m=+59.709176585 ,  2023-08-21 20:58:47.471934273 +0000 UTC m=+59.874362358 ,  165185713
2023-08-21 20:58:47.307317 +0000 UTC m=+59.709745086 ,  2023-08-21 20:58:47.473382801 +0000 UTC m=+59.875810886 ,  166065690
2023-08-21 20:58:47.307363137 +0000 UTC m=+59.709791222 ,  2023-08-21 20:58:47.473384304 +0000 UTC m=+59.875812399 ,  166021107
2023-08-21 20:58:47.307660968 +0000 UTC m=+59.710089063 ,  2023-08-21 20:58:47.498275361 +0000 UTC m=+59.900703466 ,  190614163
2023-08-21 20:58:47.307660658 +0000 UTC m=+59.710088753 ,  2023-08-21 20:58:47.498278788 +0000 UTC m=+59.900706873 ,  190617799
2023-08-21 20:58:47.307706384 +0000 UTC m=+59.710134469 ,  2023-08-21 20:58:47.691396525 +0000 UTC m=+60.093824631 ,  383689701
2023-08-21 20:58:47.30772575 +0000 UTC m=+59.710153835 ,  2023-08-21 20:58:47.691496083 +0000 UTC m=+60.093924178 ,  383770173
2023-08-21 20:58:47.307758292 +0000 UTC m=+59.710186387 ,  2023-08-21 20:58:47.691780929 +0000 UTC m=+60.094209014 ,  384022517
2023-08-21 20:58:47.307852569 +0000 UTC m=+59.710280654 ,  2023-08-21 20:58:47.691921314 +0000 UTC m=+60.094349409 ,  384068645
2023-08-21 20:58:47.307894007 +0000 UTC m=+59.710322092 ,  2023-08-21 20:58:47.691990274 +0000 UTC m=+60.094418359 ,  384096207
2023-08-21 20:58:47.494028032 +0000 UTC m=+59.896456137 ,  2023-08-21 20:58:47.692072979 +0000 UTC m=+60.094501075 ,  198044597
2023-08-21 20:58:47.307784501 +0000 UTC m=+59.710212596 ,  2023-08-21 20:58:47.691857484 +0000 UTC m=+60.094285569 ,  384072923
2023-08-21 20:58:47.500632761 +0000 UTC m=+59.903060866 ,  2023-08-21 20:58:47.692163981 +0000 UTC m=+60.094592066 ,  191531140
2023-08-21 20:58:47.500673027 +0000 UTC m=+59.903101112 ,  2023-08-21 20:58:47.692196362 +0000 UTC m=+60.094624457 ,  191523275
2023-08-21 20:58:47.500688816 +0000 UTC m=+59.903116911 ,  2023-08-21 20:58:47.692246697 +0000 UTC m=+60.094674782 ,  191557720
2023-08-21 20:58:47.307786114 +0000 UTC m=+59.710214219 ,  2023-08-21 20:58:47.691942704 +0000 UTC m=+60.094370789 ,  384156099
2023-08-21 20:58:47.500725015 +0000 UTC m=+59.903153110 ,  2023-08-21 20:58:47.692314695 +0000 UTC m=+60.094742780 ,  191589279
2023-08-21 20:58:47.500833799 +0000 UTC m=+59.903261884 ,  2023-08-21 20:58:47.692355532 +0000 UTC m=+60.094783617 ,  191521252
2023-08-21 20:58:47.50089782 +0000 UTC m=+59.903325905 ,  2023-08-21 20:58:47.692385979 +0000 UTC m=+60.094814074 ,  191487758
2023-08-21 20:58:47.329871156 +0000 UTC m=+59.732299251 ,  2023-08-21 20:58:47.691992298 +0000 UTC m=+60.094420383 ,  362121001
2023-08-21 20:58:47.500568009 +0000 UTC m=+59.902996104 ,  2023-08-21 20:58:47.692059614 +0000 UTC m=+60.094487709 ,  191491285
2023-08-21 20:58:47.500686392 +0000 UTC m=+59.903114477 ,  2023-08-21 20:58:47.692241597 +0000 UTC m=+60.094669682 ,  191555065
2023-08-21 20:58:47.500632881 +0000 UTC m=+59.903060976 ,  2023-08-21 20:58:47.692109859 +0000 UTC m=+60.094537954 ,  191476617
2023-08-21 20:58:47.500721638 +0000 UTC m=+59.903149723 ,  2023-08-21 20:58:47.692278827 +0000 UTC m=+60.094706942 ,  191556969
2023-08-21 20:58:47.500592615 +0000 UTC m=+59.903020720 ,  2023-08-21 20:58:47.692116782 +0000 UTC m=+60.094544867 ,  191523786
2023-08-21 20:58:47.500722951 +0000 UTC m=+59.903151056 ,  2023-08-21 20:58:47.692350562 +0000 UTC m=+60.094778677 ,  191627521
2023-08-21 20:58:47.500647569 +0000 UTC m=+59.903075664 ,  2023-08-21 20:58:47.692186844 +0000 UTC m=+60.094614929 ,  191538974
2023-08-21 20:58:47.500869877 +0000 UTC m=+59.903297972 ,  2023-08-21 20:58:47.692389516 +0000 UTC m=+60.094817621 ,  191519358
2023-08-21 20:58:47.500663799 +0000 UTC m=+59.903091894 ,  2023-08-21 20:58:47.692205529 +0000 UTC m=+60.094633624 ,  191541660
2023-08-21 20:58:47.501711322 +0000 UTC m=+59.904139427 ,  2023-08-21 20:58:47.701904746 +0000 UTC m=+60.104332841 ,  200193323
2023-08-21 20:58:47.50163588 +0000 UTC m=+59.904063975 ,  2023-08-21 20:58:47.701951934 +0000 UTC m=+60.104380040 ,  200315684
2023-08-21 20:58:47.501889979 +0000 UTC m=+59.904318064 ,  2023-08-21 20:58:47.701994655 +0000 UTC m=+60.104422760 ,  200104345
2023-08-21 20:58:47.501927199 +0000 UTC m=+59.904355294 ,  2023-08-21 20:58:47.873091902 +0000 UTC m=+60.275519987 ,  371164592
2023-08-21 20:58:47.501972754 +0000 UTC m=+59.904400850 ,  2023-08-21 20:58:47.873132778 +0000 UTC m=+60.275560884 ,  371159943
2023-08-21 20:58:47.50199153 +0000 UTC m=+59.904419625 ,  2023-08-21 20:58:47.873179206 +0000 UTC m=+60.275607291 ,  371187616
2023-08-21 20:58:47.501916499 +0000 UTC m=+59.904344594 ,  2023-08-21 20:58:47.873101349 +0000 UTC m=+60.275529464 ,  371184450
2023-08-21 20:58:47.527088364 +0000 UTC m=+59.929516449 ,  2023-08-21 20:58:47.873257473 +0000 UTC m=+60.275685558 ,  346168749
2023-08-21 20:58:47.502264584 +0000 UTC m=+59.904692699 ,  2023-08-21 20:58:47.873311826 +0000 UTC m=+60.275739911 ,  371047001
2023-08-21 20:58:47.527182321 +0000 UTC m=+59.929610426 ,  2023-08-21 20:58:47.873338987 +0000 UTC m=+60.275767092 ,  346156265
2023-08-21 20:58:47.720356676 +0000 UTC m=+60.122784771 ,  2023-08-21 20:58:47.873360377 +0000 UTC m=+60.275788472 ,  153003340
2023-08-21 20:58:47.720622817 +0000 UTC m=+60.123050902 ,  2023-08-21 20:58:47.873380475 +0000 UTC m=+60.275808560 ,  152757307
2023-08-21 20:58:47.501987442 +0000 UTC m=+59.904415527 ,  2023-08-21 20:58:47.873135203 +0000 UTC m=+60.275563288 ,  371147641
2023-08-21 20:58:47.720904949 +0000 UTC m=+60.123333034 ,  2023-08-21 20:58:47.873414399 +0000 UTC m=+60.275842484 ,  152509390
2023-08-21 20:58:47.720955323 +0000 UTC m=+60.123383428 ,  2023-08-21 20:58:47.873436861 +0000 UTC m=+60.275864956 ,  152481448
2023-08-21 20:58:47.721018432 +0000 UTC m=+60.123446557 ,  2023-08-21 20:58:47.873456107 +0000 UTC m=+60.275884192 ,  152437585
2023-08-21 20:58:47.72104916 +0000 UTC m=+60.123477265 ,  2023-08-21 20:58:47.873475885 +0000 UTC m=+60.275903970 ,  152426655
2023-08-21 20:58:47.502005897 +0000 UTC m=+59.904434012 ,  2023-08-21 20:58:47.873219362 +0000 UTC m=+60.275647447 ,  371213384
2023-08-21 20:58:47.720665628 +0000 UTC m=+60.123093723 ,  2023-08-21 20:58:47.873373001 +0000 UTC m=+60.275801086 ,  152707313
2023-08-21 20:58:47.502260136 +0000 UTC m=+59.904688221 ,  2023-08-21 20:58:47.873235021 +0000 UTC m=+60.275663106 ,  370974735
2023-08-21 20:58:47.502024712 +0000 UTC m=+59.904452797 ,  2023-08-21 20:58:47.873241163 +0000 UTC m=+60.275669248 ,  371216090
2023-08-21 20:58:47.720939614 +0000 UTC m=+60.123367709 ,  2023-08-21 20:58:47.873418987 +0000 UTC m=+60.275847093 ,  152479253
2023-08-21 20:58:47.501998683 +0000 UTC m=+59.904426768 ,  2023-08-21 20:58:47.873172293 +0000 UTC m=+60.275600388 ,  371173570
2023-08-21 20:58:47.72100665 +0000 UTC m=+60.123434755 ,  2023-08-21 20:58:47.873439186 +0000 UTC m=+60.275867301 ,  152432445
2023-08-21 20:58:47.50201791 +0000 UTC m=+59.904445995 ,  2023-08-21 20:58:47.87320242 +0000 UTC m=+60.275630505 ,  371184159
2023-08-21 20:58:47.721030034 +0000 UTC m=+60.123458119 ,  2023-08-21 20:58:47.873459514 +0000 UTC m=+60.275887619 ,  152429410
2023-08-21 20:58:47.720291563 +0000 UTC m=+60.122719648 ,  2023-08-21 20:58:47.87333556 +0000 UTC m=+60.275763645 ,  153043817
2023-08-21 20:58:47.721066733 +0000 UTC m=+60.123494848 ,  2023-08-21 20:58:47.873477147 +0000 UTC m=+60.275905252 ,  152410304
2023-08-21 20:58:47.720568755 +0000 UTC m=+60.122996870 ,  2023-08-21 20:58:47.873351951 +0000 UTC m=+60.275780046 ,  152782846
2023-08-21 20:58:47.721090568 +0000 UTC m=+60.123518673 ,  2023-08-21 20:58:47.876744771 +0000 UTC m=+60.279172856 ,  155654123
2023-08-21 20:58:47.721092963 +0000 UTC m=+60.123521048 ,  2023-08-21 20:58:47.883080062 +0000 UTC m=+60.285508157 ,  161987039
2023-08-21 20:58:47.721122278 +0000 UTC m=+60.123550373 ,  2023-08-21 20:58:47.889616833 +0000 UTC m=+60.292044918 ,  168494495
2023-08-21 20:58:47.721096139 +0000 UTC m=+60.123524234 ,  2023-08-21 20:58:47.889627192 +0000 UTC m=+60.292055297 ,  168530683
2023-08-21 20:58:47.721265989 +0000 UTC m=+60.123694104 ,  2023-08-21 20:58:47.900928526 +0000 UTC m=+60.303356611 ,  179662277
2023-08-21 20:58:47.721313458 +0000 UTC m=+60.123741563 ,  2023-08-21 20:58:47.900927825 +0000 UTC m=+60.303355910 ,  179614207
