3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  0
3  sending request vote to the follower  1
3  sending request vote to the follower  2
Commit quorum changed successfully!, time:  1692655019504322798  commit quorum:  [4]
2023-08-21 21:57:23.548875273 +0000 UTC m=+39.227773734 ,  2023-08-21 21:57:23.561860158 +0000 UTC m=+39.240758599 ,  12984815
2023-08-21 21:57:23.548907955 +0000 UTC m=+39.227806416 ,  2023-08-21 21:57:23.561875998 +0000 UTC m=+39.240774459 ,  12967943
2023-08-21 21:57:23.548924025 +0000 UTC m=+39.227822476 ,  2023-08-21 21:57:23.561900444 +0000 UTC m=+39.240798905 ,  12976329
2023-08-21 21:57:23.54901183 +0000 UTC m=+39.227910281 ,  2023-08-21 21:57:23.561925151 +0000 UTC m=+39.240823602 ,  12913271
2023-08-21 21:57:23.549140333 +0000 UTC m=+39.228038784 ,  2023-08-21 21:57:23.561934248 +0000 UTC m=+39.240832719 ,  12793835
2023-08-21 21:57:23.549455737 +0000 UTC m=+39.228354178 ,  2023-08-21 21:57:23.561952342 +0000 UTC m=+39.240850803 ,  12496525
2023-08-21 21:57:23.549554553 +0000 UTC m=+39.228453004 ,  2023-08-21 21:57:23.561976888 +0000 UTC m=+39.240875349 ,  12422245
2023-08-21 21:57:23.548944423 +0000 UTC m=+39.227842874 ,  2023-08-21 21:57:23.561900965 +0000 UTC m=+39.240799426 ,  12956462
2023-08-21 21:57:23.548869743 +0000 UTC m=+39.227768204 ,  2023-08-21 21:57:23.561837245 +0000 UTC m=+39.240735686 ,  12967342
2023-08-21 21:57:23.548951807 +0000 UTC m=+39.227850268 ,  2023-08-21 21:57:23.561913068 +0000 UTC m=+39.240811529 ,  12961161
2023-08-21 21:57:23.548969491 +0000 UTC m=+39.227867942 ,  2023-08-21 21:57:23.56191402 +0000 UTC m=+39.240812471 ,  12944459
2023-08-21 21:57:23.549050082 +0000 UTC m=+39.227948524 ,  2023-08-21 21:57:23.561926423 +0000 UTC m=+39.240824884 ,  12876270
2023-08-21 21:57:23.548875754 +0000 UTC m=+39.227774225 ,  2023-08-21 21:57:23.56186113 +0000 UTC m=+39.240759591 ,  12985256
2023-08-21 21:57:23.549118732 +0000 UTC m=+39.228017173 ,  2023-08-21 21:57:23.561937043 +0000 UTC m=+39.240835514 ,  12818241
2023-08-21 21:57:23.548834837 +0000 UTC m=+39.227733308 ,  2023-08-21 21:57:23.561805615 +0000 UTC m=+39.240704076 ,  12970388
2023-08-21 21:57:23.54945735 +0000 UTC m=+39.228355791 ,  2023-08-21 21:57:23.561953985 +0000 UTC m=+39.240852456 ,  12496555
2023-08-21 21:57:23.548896213 +0000 UTC m=+39.227794684 ,  2023-08-21 21:57:23.561880737 +0000 UTC m=+39.240779198 ,  12984394
2023-08-21 21:57:23.549505461 +0000 UTC m=+39.228403912 ,  2023-08-21 21:57:23.561965767 +0000 UTC m=+39.240864218 ,  12460246
2023-08-21 21:57:23.549495041 +0000 UTC m=+39.228393482 ,  2023-08-21 21:57:23.561963322 +0000 UTC m=+39.240861794 ,  12468211
2023-08-21 21:57:23.549524486 +0000 UTC m=+39.228422927 ,  2023-08-21 21:57:23.561981226 +0000 UTC m=+39.240879687 ,  12456660
2023-08-21 21:57:23.548848232 +0000 UTC m=+39.227746693 ,  2023-08-21 21:57:23.56183455 +0000 UTC m=+39.240733011 ,  12985937
2023-08-21 21:57:23.549560875 +0000 UTC m=+39.228459326 ,  2023-08-21 21:57:23.561998859 +0000 UTC m=+39.240897331 ,  12437904
2023-08-21 21:57:23.549558731 +0000 UTC m=+39.228457182 ,  2023-08-21 21:57:23.562010471 +0000 UTC m=+39.240908932 ,  12451660
2023-08-21 21:57:23.566350719 +0000 UTC m=+39.245249180 ,  2023-08-21 21:57:23.575354193 +0000 UTC m=+39.254252664 ,  9003353
2023-08-21 21:57:23.56637765 +0000 UTC m=+39.245276111 ,  2023-08-21 21:57:23.575403255 +0000 UTC m=+39.254301726 ,  9025305
2023-08-21 21:57:23.566407135 +0000 UTC m=+39.245305596 ,  2023-08-21 21:57:23.575467636 +0000 UTC m=+39.254366097 ,  9060381
2023-08-21 21:57:23.566425069 +0000 UTC m=+39.245323540 ,  2023-08-21 21:57:23.575471854 +0000 UTC m=+39.254370315 ,  9046355
2023-08-21 21:57:23.566340219 +0000 UTC m=+39.245238670 ,  2023-08-21 21:57:23.575353371 +0000 UTC m=+39.254251822 ,  9012721
2023-08-21 21:57:23.566398689 +0000 UTC m=+39.245297150 ,  2023-08-21 21:57:23.575434293 +0000 UTC m=+39.254332755 ,  9035134
2023-08-21 21:57:23.566407035 +0000 UTC m=+39.245305496 ,  2023-08-21 21:57:23.575437199 +0000 UTC m=+39.254335650 ,  9030074
2023-08-21 21:57:23.566366729 +0000 UTC m=+39.245265200 ,  2023-08-21 21:57:23.575400119 +0000 UTC m=+39.254298580 ,  9033300
2023-08-21 21:57:23.577079924 +0000 UTC m=+39.255978365 ,  2023-08-21 21:57:23.590140773 +0000 UTC m=+39.269039234 ,  13060779
2023-08-21 21:57:23.57720528 +0000 UTC m=+39.256103721 ,  2023-08-21 21:57:23.590172312 +0000 UTC m=+39.269070763 ,  12966962
2023-08-21 21:57:23.577075716 +0000 UTC m=+39.255974157 ,  2023-08-21 21:57:23.590149148 +0000 UTC m=+39.269047610 ,  13073332
2023-08-21 21:57:23.577100373 +0000 UTC m=+39.255998814 ,  2023-08-21 21:57:23.590185387 +0000 UTC m=+39.269083848 ,  13084894
2023-08-21 21:57:23.590548902 +0000 UTC m=+39.269447363 ,  2023-08-21 21:57:23.602923166 +0000 UTC m=+39.281821628 ,  12374014
2023-08-21 21:57:23.590504037 +0000 UTC m=+39.269402488 ,  2023-08-21 21:57:23.602957692 +0000 UTC m=+39.281856153 ,  12453424
2023-08-21 21:57:23.590581764 +0000 UTC m=+39.269480225 ,  2023-08-21 21:57:23.603001584 +0000 UTC m=+39.281900045 ,  12419410
2023-08-21 21:57:23.590651896 +0000 UTC m=+39.269550357 ,  2023-08-21 21:57:23.603046238 +0000 UTC m=+39.281944689 ,  12394262
2023-08-21 21:57:23.590673236 +0000 UTC m=+39.269571697 ,  2023-08-21 21:57:23.603071476 +0000 UTC m=+39.281969927 ,  12398150
2023-08-21 21:57:23.5906965 +0000 UTC m=+39.269594951 ,  2023-08-21 21:57:23.603105109 +0000 UTC m=+39.282003570 ,  12408539
2023-08-21 21:57:23.590588887 +0000 UTC m=+39.269487348 ,  2023-08-21 21:57:23.60303101 +0000 UTC m=+39.281929461 ,  12441912
2023-08-21 21:57:23.590755872 +0000 UTC m=+39.269654343 ,  2023-08-21 21:57:23.603153761 +0000 UTC m=+39.282052222 ,  12397799
2023-08-21 21:57:23.590838377 +0000 UTC m=+39.269736848 ,  2023-08-21 21:57:23.603179299 +0000 UTC m=+39.282077760 ,  12340732
2023-08-21 21:57:23.590821585 +0000 UTC m=+39.269720057 ,  2023-08-21 21:57:23.603187855 +0000 UTC m=+39.282086306 ,  12365899
2023-08-21 21:57:23.590902718 +0000 UTC m=+39.269801199 ,  2023-08-21 21:57:23.603225105 +0000 UTC m=+39.282123566 ,  12322187
2023-08-21 21:57:23.590924279 +0000 UTC m=+39.269822740 ,  2023-08-21 21:57:23.603239823 +0000 UTC m=+39.282138284 ,  12315434
2023-08-21 21:57:23.590997928 +0000 UTC m=+39.269896389 ,  2023-08-21 21:57:23.603262726 +0000 UTC m=+39.282161187 ,  12264718
2023-08-21 21:57:23.59071793 +0000 UTC m=+39.269616381 ,  2023-08-21 21:57:23.603135907 +0000 UTC m=+39.282034368 ,  12417577
2023-08-21 21:57:23.590632489 +0000 UTC m=+39.269530950 ,  2023-08-21 21:57:23.603027453 +0000 UTC m=+39.281925914 ,  12394854
2023-08-21 21:57:23.590788744 +0000 UTC m=+39.269687215 ,  2023-08-21 21:57:23.603156837 +0000 UTC m=+39.282055288 ,  12367742
2023-08-21 21:57:23.590577986 +0000 UTC m=+39.269476448 ,  2023-08-21 21:57:23.603010301 +0000 UTC m=+39.281908762 ,  12431993
2023-08-21 21:57:23.59066491 +0000 UTC m=+39.269563371 ,  2023-08-21 21:57:23.603090913 +0000 UTC m=+39.281989364 ,  12425892
2023-08-21 21:57:23.590853125 +0000 UTC m=+39.269751586 ,  2023-08-21 21:57:23.603207442 +0000 UTC m=+39.282105983 ,  12354207
2023-08-21 21:57:23.590806206 +0000 UTC m=+39.269704668 ,  2023-08-21 21:57:23.603211309 +0000 UTC m=+39.282109760 ,  12405022
2023-08-21 21:57:23.590856611 +0000 UTC m=+39.269755093 ,  2023-08-21 21:57:23.603222561 +0000 UTC m=+39.282121012 ,  12365839
2023-08-21 21:57:23.590971338 +0000 UTC m=+39.269869809 ,  2023-08-21 21:57:23.603241065 +0000 UTC m=+39.282139517 ,  12269447
2023-08-21 21:57:23.590690799 +0000 UTC m=+39.269589270 ,  2023-08-21 21:57:23.603104298 +0000 UTC m=+39.282002759 ,  12413168
2023-08-21 21:57:23.590651004 +0000 UTC m=+39.269549465 ,  2023-08-21 21:57:23.603043343 +0000 UTC m=+39.281941794 ,  12392249
2023-08-21 21:57:23.59102577 +0000 UTC m=+39.269924241 ,  2023-08-21 21:57:23.603258849 +0000 UTC m=+39.282157310 ,  12232989
2023-08-21 21:57:23.591244943 +0000 UTC m=+39.270143394 ,  2023-08-21 21:57:23.603277975 +0000 UTC m=+39.282176426 ,  12032872
2023-08-21 21:57:23.59073883 +0000 UTC m=+39.269637301 ,  2023-08-21 21:57:23.603136148 +0000 UTC m=+39.282034609 ,  12396957
2023-08-21 21:57:23.591027213 +0000 UTC m=+39.269925664 ,  2023-08-21 21:57:23.603287263 +0000 UTC m=+39.282185724 ,  12259979
2023-08-21 21:57:23.604272339 +0000 UTC m=+39.283170780 ,  2023-08-21 21:57:23.618218405 +0000 UTC m=+39.297116856 ,  13946006
2023-08-21 21:57:23.604227294 +0000 UTC m=+39.283125745 ,  2023-08-21 21:57:23.618271665 +0000 UTC m=+39.297170126 ,  14044201
2023-08-21 21:57:23.60447984 +0000 UTC m=+39.283378281 ,  2023-08-21 21:57:23.618315568 +0000 UTC m=+39.297214029 ,  13835648
2023-08-21 21:57:23.604320549 +0000 UTC m=+39.283219000 ,  2023-08-21 21:57:23.618283137 +0000 UTC m=+39.297181578 ,  13962508
2023-08-21 21:57:23.604279853 +0000 UTC m=+39.283178294 ,  2023-08-21 21:57:23.618288257 +0000 UTC m=+39.297186718 ,  14008293
2023-08-21 21:57:23.604324427 +0000 UTC m=+39.283222868 ,  2023-08-21 21:57:23.618295049 +0000 UTC m=+39.297193490 ,  13970562
2023-08-21 21:57:23.604323305 +0000 UTC m=+39.283221756 ,  2023-08-21 21:57:23.618300129 +0000 UTC m=+39.297198580 ,  13976764
2023-08-21 21:57:23.604402684 +0000 UTC m=+39.283301125 ,  2023-08-21 21:57:23.618334544 +0000 UTC m=+39.297233015 ,  13931619
2023-08-21 21:57:23.618976554 +0000 UTC m=+39.297874995 ,  2023-08-21 21:57:23.62788094 +0000 UTC m=+39.306779402 ,  8904296
2023-08-21 21:57:23.618930256 +0000 UTC m=+39.297828707 ,  2023-08-21 21:57:23.627888805 +0000 UTC m=+39.306787266 ,  8958469
2023-08-21 21:57:23.619025185 +0000 UTC m=+39.297923626 ,  2023-08-21 21:57:23.627916497 +0000 UTC m=+39.306814959 ,  8891252
2023-08-21 21:57:23.618998375 +0000 UTC m=+39.297896816 ,  2023-08-21 21:57:23.627921717 +0000 UTC m=+39.306820178 ,  8923282
2023-08-21 21:57:23.631923848 +0000 UTC m=+39.310822309 ,  2023-08-21 21:57:23.644974176 +0000 UTC m=+39.323872627 ,  13050248
2023-08-21 21:57:23.631868694 +0000 UTC m=+39.310767165 ,  2023-08-21 21:57:23.644995256 +0000 UTC m=+39.323893697 ,  13126111
2023-08-21 21:57:23.631932074 +0000 UTC m=+39.310830535 ,  2023-08-21 21:57:23.645074846 +0000 UTC m=+39.323973287 ,  13142682
2023-08-21 21:57:23.631960838 +0000 UTC m=+39.310859299 ,  2023-08-21 21:57:23.645115282 +0000 UTC m=+39.324013743 ,  13154224
2023-08-21 21:57:23.63207883 +0000 UTC m=+39.310977281 ,  2023-08-21 21:57:23.645177529 +0000 UTC m=+39.324075980 ,  13098629
2023-08-21 21:57:23.6319459 +0000 UTC m=+39.310844361 ,  2023-08-21 21:57:23.645077601 +0000 UTC m=+39.323976072 ,  13131420
2023-08-21 21:57:23.632101843 +0000 UTC m=+39.311000304 ,  2023-08-21 21:57:23.645251559 +0000 UTC m=+39.324150010 ,  13149626
2023-08-21 21:57:23.631959355 +0000 UTC m=+39.310857806 ,  2023-08-21 21:57:23.645149246 +0000 UTC m=+39.324047687 ,  13189540
2023-08-21 21:57:23.632117092 +0000 UTC m=+39.311015553 ,  2023-08-21 21:57:23.64532112 +0000 UTC m=+39.324220252 ,  13203587
2023-08-21 21:57:23.632126871 +0000 UTC m=+39.311025342 ,  2023-08-21 21:57:23.645357138 +0000 UTC m=+39.324255599 ,  13230157
2023-08-21 21:57:23.63216921 +0000 UTC m=+39.311067671 ,  2023-08-21 21:57:23.64541671 +0000 UTC m=+39.324315171 ,  13247340
2023-08-21 21:57:23.632184409 +0000 UTC m=+39.311082870 ,  2023-08-21 21:57:23.645460933 +0000 UTC m=+39.324359404 ,  13276134
2023-08-21 21:57:23.632186302 +0000 UTC m=+39.311084764 ,  2023-08-21 21:57:23.645488185 +0000 UTC m=+39.324386646 ,  13301781
2023-08-21 21:57:23.632140005 +0000 UTC m=+39.311038466 ,  2023-08-21 21:57:23.645360965 +0000 UTC m=+39.324259436 ,  13220349
2023-08-21 21:57:23.632167066 +0000 UTC m=+39.311065517 ,  2023-08-21 21:57:23.645386373 +0000 UTC m=+39.324284844 ,  13218876
2023-08-21 21:57:23.632144464 +0000 UTC m=+39.311042935 ,  2023-08-21 21:57:23.645397824 +0000 UTC m=+39.324296295 ,  13253260
2023-08-21 21:57:23.632170082 +0000 UTC m=+39.311068553 ,  2023-08-21 21:57:23.645421068 +0000 UTC m=+39.324319519 ,  13250826
2023-08-21 21:57:23.632177185 +0000 UTC m=+39.311075646 ,  2023-08-21 21:57:23.64544334 +0000 UTC m=+39.324341781 ,  13266065
2023-08-21 21:57:23.632189599 +0000 UTC m=+39.311088070 ,  2023-08-21 21:57:23.64544306 +0000 UTC m=+39.324341511 ,  13253310
2023-08-21 21:57:23.632088538 +0000 UTC m=+39.310986999 ,  2023-08-21 21:57:23.645269523 +0000 UTC m=+39.324167964 ,  13180804
2023-08-21 21:57:23.632225576 +0000 UTC m=+39.311124048 ,  2023-08-21 21:57:23.645463638 +0000 UTC m=+39.324362089 ,  13237981
2023-08-21 21:57:23.632103617 +0000 UTC m=+39.311002078 ,  2023-08-21 21:57:23.64532662 +0000 UTC m=+39.324225091 ,  13221981
2023-08-21 21:57:23.632254792 +0000 UTC m=+39.311153303 ,  2023-08-21 21:57:23.645481011 +0000 UTC m=+39.324379462 ,  13226089
2023-08-21 21:57:23.632548645 +0000 UTC m=+39.311447106 ,  2023-08-21 21:57:23.645502391 +0000 UTC m=+39.324400842 ,  12953386
2023-08-21 21:57:23.632505945 +0000 UTC m=+39.311404406 ,  2023-08-21 21:57:23.645511148 +0000 UTC m=+39.324409599 ,  13005103
2023-08-21 21:57:23.632620881 +0000 UTC m=+39.311519352 ,  2023-08-21 21:57:23.645531917 +0000 UTC m=+39.324430368 ,  12910655
2023-08-21 21:57:23.632568412 +0000 UTC m=+39.311466873 ,  2023-08-21 21:57:23.645541615 +0000 UTC m=+39.324440066 ,  12973133
2023-08-21 21:57:23.631965456 +0000 UTC m=+39.310863928 ,  2023-08-21 21:57:23.645235288 +0000 UTC m=+39.324133739 ,  13269741
2023-08-21 21:57:23.647068242 +0000 UTC m=+39.325966683 ,  2023-08-21 21:57:23.654828533 +0000 UTC m=+39.333726994 ,  7760171
2023-08-21 21:57:23.647081236 +0000 UTC m=+39.325979677 ,  2023-08-21 21:57:23.65489063 +0000 UTC m=+39.333789101 ,  7809304
2023-08-21 21:57:23.6471097 +0000 UTC m=+39.326008141 ,  2023-08-21 21:57:23.654940855 +0000 UTC m=+39.333839326 ,  7831065
2023-08-21 21:57:23.647087889 +0000 UTC m=+39.325986330 ,  2023-08-21 21:57:23.654890049 +0000 UTC m=+39.333788510 ,  7802050
2023-08-21 21:57:23.647106674 +0000 UTC m=+39.326005115 ,  2023-08-21 21:57:23.654920146 +0000 UTC m=+39.333818597 ,  7813412
2023-08-21 21:57:23.647100843 +0000 UTC m=+39.325999284 ,  2023-08-21 21:57:23.654921598 +0000 UTC m=+39.333820080 ,  7820675
2023-08-21 21:57:23.647134006 +0000 UTC m=+39.326032457 ,  2023-08-21 21:57:23.654941716 +0000 UTC m=+39.333840167 ,  7807640
2023-08-21 21:57:23.647009691 +0000 UTC m=+39.325908142 ,  2023-08-21 21:57:23.654851587 +0000 UTC m=+39.333750068 ,  7841645
2023-08-21 21:57:23.656763008 +0000 UTC m=+39.335661459 ,  2023-08-21 21:57:23.669556022 +0000 UTC m=+39.348454493 ,  12792894
2023-08-21 21:57:23.656710529 +0000 UTC m=+39.335608980 ,  2023-08-21 21:57:23.669565089 +0000 UTC m=+39.348463540 ,  12854430
2023-08-21 21:57:23.656878185 +0000 UTC m=+39.335776626 ,  2023-08-21 21:57:23.669593973 +0000 UTC m=+39.348492414 ,  12715738
2023-08-21 21:57:23.656874778 +0000 UTC m=+39.335773230 ,  2023-08-21 21:57:23.669599213 +0000 UTC m=+39.348497654 ,  12724374
2023-08-21 21:57:23.673998482 +0000 UTC m=+39.352896953 ,  2023-08-21 21:57:23.682891317 +0000 UTC m=+39.361789758 ,  8892595
2023-08-21 21:57:23.673933249 +0000 UTC m=+39.352831730 ,  2023-08-21 21:57:23.682918368 +0000 UTC m=+39.361816839 ,  8984759
2023-08-21 21:57:23.674038027 +0000 UTC m=+39.352936488 ,  2023-08-21 21:57:23.682980946 +0000 UTC m=+39.361879407 ,  8942759
2023-08-21 21:57:23.674572073 +0000 UTC m=+39.353470554 ,  2023-08-21 21:57:23.683015281 +0000 UTC m=+39.361913742 ,  8442727
2023-08-21 21:57:23.674590698 +0000 UTC m=+39.353489159 ,  2023-08-21 21:57:23.683074743 +0000 UTC m=+39.361973204 ,  8483754
2023-08-21 21:57:23.674634711 +0000 UTC m=+39.353533172 ,  2023-08-21 21:57:23.683108807 +0000 UTC m=+39.362007278 ,  8473725
2023-08-21 21:57:23.674646964 +0000 UTC m=+39.353545445 ,  2023-08-21 21:57:23.683175132 +0000 UTC m=+39.362073593 ,  8527858
2023-08-21 21:57:23.674664597 +0000 UTC m=+39.353563068 ,  2023-08-21 21:57:23.683223904 +0000 UTC m=+39.362122365 ,  8559217
2023-08-21 21:57:23.67467673 +0000 UTC m=+39.353575191 ,  2023-08-21 21:57:23.683243491 +0000 UTC m=+39.362141952 ,  8566641
2023-08-21 21:57:23.674583575 +0000 UTC m=+39.353482036 ,  2023-08-21 21:57:23.683061969 +0000 UTC m=+39.361960440 ,  8478204
2023-08-21 21:57:23.674682541 +0000 UTC m=+39.353581002 ,  2023-08-21 21:57:23.683282344 +0000 UTC m=+39.362180805 ,  8599533
2023-08-21 21:57:23.674590067 +0000 UTC m=+39.353488528 ,  2023-08-21 21:57:23.683074613 +0000 UTC m=+39.361973074 ,  8484295
2023-08-21 21:57:23.674969111 +0000 UTC m=+39.353867582 ,  2023-08-21 21:57:23.683316038 +0000 UTC m=+39.362214499 ,  8346826
2023-08-21 21:57:23.675087163 +0000 UTC m=+39.353985645 ,  2023-08-21 21:57:23.683346194 +0000 UTC m=+39.362244645 ,  8258910
2023-08-21 21:57:23.674019472 +0000 UTC m=+39.352917953 ,  2023-08-21 21:57:23.682951711 +0000 UTC m=+39.361850172 ,  8932099
2023-08-21 21:57:23.674596789 +0000 UTC m=+39.353495261 ,  2023-08-21 21:57:23.683108647 +0000 UTC m=+39.362007108 ,  8511075
2023-08-21 21:57:23.674654699 +0000 UTC m=+39.353553170 ,  2023-08-21 21:57:23.683136279 +0000 UTC m=+39.362034730 ,  8481460
2023-08-21 21:57:23.674645151 +0000 UTC m=+39.353543622 ,  2023-08-21 21:57:23.68314735 +0000 UTC m=+39.362045811 ,  8502109
2023-08-21 21:57:23.674082861 +0000 UTC m=+39.352981362 ,  2023-08-21 21:57:23.682981387 +0000 UTC m=+39.361879888 ,  8898125
2023-08-21 21:57:23.674666781 +0000 UTC m=+39.353565242 ,  2023-08-21 21:57:23.683247188 +0000 UTC m=+39.362145639 ,  8580317
2023-08-21 21:57:23.674547817 +0000 UTC m=+39.353446278 ,  2023-08-21 21:57:23.68302539 +0000 UTC m=+39.361923861 ,  8477292
2023-08-21 21:57:23.674739548 +0000 UTC m=+39.353638020 ,  2023-08-21 21:57:23.683273017 +0000 UTC m=+39.362171478 ,  8533377
2023-08-21 21:57:23.67458135 +0000 UTC m=+39.353479821 ,  2023-08-21 21:57:23.683061107 +0000 UTC m=+39.361959568 ,  8479557
2023-08-21 21:57:23.675020698 +0000 UTC m=+39.353919179 ,  2023-08-21 21:57:23.683305408 +0000 UTC m=+39.362203869 ,  8284259
2023-08-21 21:57:23.674599455 +0000 UTC m=+39.353497926 ,  2023-08-21 21:57:23.683082968 +0000 UTC m=+39.361981430 ,  8483363
2023-08-21 21:57:23.674616096 +0000 UTC m=+39.353514567 ,  2023-08-21 21:57:23.683085563 +0000 UTC m=+39.361984034 ,  8469117
2023-08-21 21:57:23.675030897 +0000 UTC m=+39.353929379 ,  2023-08-21 21:57:23.683348549 +0000 UTC m=+39.362247010 ,  8317270
2023-08-21 21:57:23.674001418 +0000 UTC m=+39.352899899 ,  2023-08-21 21:57:23.682958273 +0000 UTC m=+39.361856735 ,  8956395
2023-08-21 21:57:23.683730298 +0000 UTC m=+39.362628749 ,  2023-08-21 21:57:23.697742078 +0000 UTC m=+39.376640549 ,  14011680
2023-08-21 21:57:23.683806091 +0000 UTC m=+39.362704552 ,  2023-08-21 21:57:23.697779669 +0000 UTC m=+39.376678110 ,  13973458
2023-08-21 21:57:23.68368344 +0000 UTC m=+39.362581901 ,  2023-08-21 21:57:23.697759491 +0000 UTC m=+39.376657932 ,  14075871
2023-08-21 21:57:23.683855955 +0000 UTC m=+39.362754416 ,  2023-08-21 21:57:23.697832849 +0000 UTC m=+39.376731290 ,  13976824
2023-08-21 21:57:23.683909195 +0000 UTC m=+39.362807656 ,  2023-08-21 21:57:23.697861223 +0000 UTC m=+39.376759664 ,  13951948
2023-08-21 21:57:23.683867497 +0000 UTC m=+39.362765948 ,  2023-08-21 21:57:23.697888334 +0000 UTC m=+39.376786815 ,  14020577
2023-08-21 21:57:23.683851887 +0000 UTC m=+39.362750348 ,  2023-08-21 21:57:23.69783836 +0000 UTC m=+39.376736811 ,  13986373
2023-08-21 21:57:23.683753442 +0000 UTC m=+39.362651903 ,  2023-08-21 21:57:23.697819013 +0000 UTC m=+39.376717464 ,  14065511
2023-08-21 21:57:23.698460582 +0000 UTC m=+39.377359033 ,  2023-08-21 21:57:23.709939109 +0000 UTC m=+39.388837570 ,  11478397
2023-08-21 21:57:23.698494145 +0000 UTC m=+39.377392606 ,  2023-08-21 21:57:23.710013409 +0000 UTC m=+39.388911850 ,  11519164
2023-08-21 21:57:23.698353551 +0000 UTC m=+39.377252002 ,  2023-08-21 21:57:23.709980387 +0000 UTC m=+39.388878828 ,  11626756
2023-08-21 21:57:23.698511829 +0000 UTC m=+39.377410290 ,  2023-08-21 21:57:23.710023899 +0000 UTC m=+39.388922350 ,  11511739
2023-08-21 21:57:23.711747517 +0000 UTC m=+39.390645968 ,  2023-08-21 21:57:23.724533406 +0000 UTC m=+39.403431857 ,  12785809
2023-08-21 21:57:23.711745763 +0000 UTC m=+39.390644214 ,  2023-08-21 21:57:23.724586376 +0000 UTC m=+39.403484827 ,  12840453
2023-08-21 21:57:23.711826275 +0000 UTC m=+39.390724716 ,  2023-08-21 21:57:23.724634026 +0000 UTC m=+39.403532487 ,  12807621
2023-08-21 21:57:23.711874095 +0000 UTC m=+39.390772536 ,  2023-08-21 21:57:23.724682828 +0000 UTC m=+39.403581299 ,  12808663
2023-08-21 21:57:23.711976398 +0000 UTC m=+39.390874839 ,  2023-08-21 21:57:23.724734475 +0000 UTC m=+39.403632916 ,  12758027
2023-08-21 21:57:23.711814092 +0000 UTC m=+39.390712533 ,  2023-08-21 21:57:23.724637452 +0000 UTC m=+39.403535904 ,  12823250
2023-08-21 21:57:23.712226589 +0000 UTC m=+39.391125050 ,  2023-08-21 21:57:23.724774972 +0000 UTC m=+39.403673433 ,  12548282
2023-08-21 21:57:23.712194649 +0000 UTC m=+39.391093120 ,  2023-08-21 21:57:23.724793276 +0000 UTC m=+39.403691717 ,  12598547
2023-08-21 21:57:23.711838698 +0000 UTC m=+39.390737139 ,  2023-08-21 21:57:23.724659925 +0000 UTC m=+39.403558376 ,  12821167
2023-08-21 21:57:23.711875317 +0000 UTC m=+39.390773758 ,  2023-08-21 21:57:23.724680894 +0000 UTC m=+39.403579345 ,  12805447
2023-08-21 21:57:23.7123277 +0000 UTC m=+39.391226171 ,  2023-08-21 21:57:23.724848049 +0000 UTC m=+39.403746510 ,  12520239
2023-08-21 21:57:23.712525192 +0000 UTC m=+39.391423643 ,  2023-08-21 21:57:23.724873437 +0000 UTC m=+39.403771898 ,  12348125
2023-08-21 21:57:23.712532716 +0000 UTC m=+39.391431187 ,  2023-08-21 21:57:23.724905618 +0000 UTC m=+39.403804089 ,  12372772
2023-08-21 21:57:23.712806221 +0000 UTC m=+39.391704672 ,  2023-08-21 21:57:23.724930194 +0000 UTC m=+39.403828645 ,  12123893
2023-08-21 21:57:23.712045248 +0000 UTC m=+39.390943709 ,  2023-08-21 21:57:23.724759252 +0000 UTC m=+39.403657713 ,  12713914
2023-08-21 21:57:23.711793493 +0000 UTC m=+39.390691954 ,  2023-08-21 21:57:23.724612636 +0000 UTC m=+39.403511097 ,  12818982
2023-08-21 21:57:23.711864828 +0000 UTC m=+39.390763279 ,  2023-08-21 21:57:23.724661388 +0000 UTC m=+39.403559859 ,  12796479
2023-08-21 21:57:23.712229314 +0000 UTC m=+39.391127785 ,  2023-08-21 21:57:23.724816941 +0000 UTC m=+39.403715412 ,  12587517
2023-08-21 21:57:23.712230497 +0000 UTC m=+39.391128948 ,  2023-08-21 21:57:23.724825607 +0000 UTC m=+39.403724068 ,  12595020
2023-08-21 21:57:23.712420404 +0000 UTC m=+39.391318865 ,  2023-08-21 21:57:23.724839142 +0000 UTC m=+39.403737614 ,  12418648
2023-08-21 21:57:23.711904653 +0000 UTC m=+39.390803094 ,  2023-08-21 21:57:23.724707745 +0000 UTC m=+39.403606196 ,  12803052
2023-08-21 21:57:23.711789396 +0000 UTC m=+39.390687837 ,  2023-08-21 21:57:23.724616613 +0000 UTC m=+39.403515074 ,  12827037
2023-08-21 21:57:23.712445953 +0000 UTC m=+39.391344414 ,  2023-08-21 21:57:23.724878457 +0000 UTC m=+39.403776918 ,  12432393
2023-08-21 21:57:23.711901387 +0000 UTC m=+39.390799828 ,  2023-08-21 21:57:23.724717243 +0000 UTC m=+39.403615684 ,  12815806
2023-08-21 21:57:23.712716612 +0000 UTC m=+39.391615074 ,  2023-08-21 21:57:23.724907501 +0000 UTC m=+39.403805952 ,  12190818
2023-08-21 21:57:23.71200922 +0000 UTC m=+39.390907671 ,  2023-08-21 21:57:23.724735367 +0000 UTC m=+39.403633828 ,  12726037
2023-08-21 21:57:23.712749264 +0000 UTC m=+39.391647735 ,  2023-08-21 21:57:23.724928691 +0000 UTC m=+39.403827152 ,  12179317
