3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  1
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692688295369219718  commit quorum:  [4]
2023-08-22 07:11:55.720468163 +0000 UTC m=+35.450417315 ,  2023-08-22 07:11:55.728429236 +0000 UTC m=+35.458378388 ,  7961003
2023-08-22 07:11:55.720561559 +0000 UTC m=+35.450510771 ,  2023-08-22 07:11:55.728484701 +0000 UTC m=+35.458433873 ,  7922661
2023-08-22 07:11:55.720466109 +0000 UTC m=+35.450415271 ,  2023-08-22 07:11:55.728456508 +0000 UTC m=+35.458405670 ,  7990038
2023-08-22 07:11:55.720465027 +0000 UTC m=+35.450414199 ,  2023-08-22 07:11:55.728404039 +0000 UTC m=+35.458353211 ,  7938872
2023-08-22 07:11:55.720828051 +0000 UTC m=+35.450777223 ,  2023-08-22 07:11:55.728483889 +0000 UTC m=+35.458433061 ,  7655468
2023-08-22 07:11:55.72089686 +0000 UTC m=+35.450846033 ,  2023-08-22 07:11:55.728495341 +0000 UTC m=+35.458444493 ,  7598410
2023-08-22 07:11:55.73026186 +0000 UTC m=+35.460211002 ,  2023-08-22 07:11:55.741994071 +0000 UTC m=+35.471943213 ,  11732121
2023-08-22 07:11:55.730322114 +0000 UTC m=+35.460271256 ,  2023-08-22 07:11:55.742029298 +0000 UTC m=+35.471978450 ,  11707124
2023-08-22 07:11:55.730265237 +0000 UTC m=+35.460214379 ,  2023-08-22 07:11:55.742041982 +0000 UTC m=+35.471991154 ,  11776494
2023-08-22 07:11:55.730232445 +0000 UTC m=+35.460181587 ,  2023-08-22 07:11:55.741999391 +0000 UTC m=+35.471948543 ,  11766816
2023-08-22 07:11:55.730343384 +0000 UTC m=+35.460292526 ,  2023-08-22 07:11:55.742070105 +0000 UTC m=+35.472019257 ,  11726681
2023-08-22 07:11:55.730583045 +0000 UTC m=+35.460532188 ,  2023-08-22 07:11:55.742061428 +0000 UTC m=+35.472010570 ,  11478332
2023-08-22 07:11:55.730586762 +0000 UTC m=+35.460535915 ,  2023-08-22 07:11:55.742103117 +0000 UTC m=+35.472052299 ,  11516083
2023-08-22 07:11:55.730608754 +0000 UTC m=+35.460557896 ,  2023-08-22 07:11:55.74210503 +0000 UTC m=+35.472054203 ,  11496006
2023-08-22 07:11:55.730653709 +0000 UTC m=+35.460602861 ,  2023-08-22 07:11:55.742145807 +0000 UTC m=+35.472094959 ,  11492018
2023-08-22 07:11:55.730612451 +0000 UTC m=+35.460561593 ,  2023-08-22 07:11:55.742133845 +0000 UTC m=+35.472082987 ,  11521334
2023-08-22 07:11:55.730612922 +0000 UTC m=+35.460562064 ,  2023-08-22 07:11:55.742127272 +0000 UTC m=+35.472076424 ,  11514280
2023-08-22 07:11:55.743868834 +0000 UTC m=+35.473817997 ,  2023-08-22 07:11:55.752364025 +0000 UTC m=+35.482313197 ,  8495050
2023-08-22 07:11:55.743827356 +0000 UTC m=+35.473776498 ,  2023-08-22 07:11:55.752407106 +0000 UTC m=+35.482356289 ,  8579400
2023-08-22 07:11:55.743927084 +0000 UTC m=+35.473876246 ,  2023-08-22 07:11:55.752437454 +0000 UTC m=+35.482386626 ,  8509999
2023-08-22 07:11:55.743973191 +0000 UTC m=+35.473922353 ,  2023-08-22 07:11:55.752439187 +0000 UTC m=+35.482388349 ,  8465826
2023-08-22 07:11:55.744001715 +0000 UTC m=+35.473950877 ,  2023-08-22 07:11:55.752491465 +0000 UTC m=+35.482440638 ,  8489650
2023-08-22 07:11:55.74402031 +0000 UTC m=+35.473969462 ,  2023-08-22 07:11:55.752488239 +0000 UTC m=+35.482437411 ,  8467659
2023-08-22 07:11:55.756932796 +0000 UTC m=+35.486881958 ,  2023-08-22 07:11:55.769529246 +0000 UTC m=+35.499478388 ,  12596300
2023-08-22 07:11:55.756898271 +0000 UTC m=+35.486847443 ,  2023-08-22 07:11:55.769534716 +0000 UTC m=+35.499483868 ,  12636074
2023-08-22 07:11:55.756965417 +0000 UTC m=+35.486914579 ,  2023-08-22 07:11:55.769577497 +0000 UTC m=+35.499526659 ,  12611639
2023-08-22 07:11:55.756942374 +0000 UTC m=+35.486891536 ,  2023-08-22 07:11:55.769617993 +0000 UTC m=+35.499567145 ,  12675238
2023-08-22 07:11:55.756978722 +0000 UTC m=+35.486927884 ,  2023-08-22 07:11:55.769672576 +0000 UTC m=+35.499621748 ,  12693583
2023-08-22 07:11:55.756973693 +0000 UTC m=+35.486922835 ,  2023-08-22 07:11:55.769716018 +0000 UTC m=+35.499665160 ,  12742084
2023-08-22 07:11:55.757008438 +0000 UTC m=+35.486957580 ,  2023-08-22 07:11:55.769741947 +0000 UTC m=+35.499691099 ,  12733429
2023-08-22 07:11:55.75700377 +0000 UTC m=+35.486952922 ,  2023-08-22 07:11:55.769753939 +0000 UTC m=+35.499703081 ,  12750109
2023-08-22 07:11:55.757008979 +0000 UTC m=+35.486958141 ,  2023-08-22 07:11:55.769785589 +0000 UTC m=+35.499734731 ,  12776530
2023-08-22 07:11:55.757017185 +0000 UTC m=+35.486966347 ,  2023-08-22 07:11:55.769783806 +0000 UTC m=+35.499732978 ,  12766490
2023-08-22 07:11:55.757035028 +0000 UTC m=+35.486984170 ,  2023-08-22 07:11:55.76980759 +0000 UTC m=+35.499756752 ,  12772472
2023-08-22 07:11:55.757126611 +0000 UTC m=+35.487075783 ,  2023-08-22 07:11:55.76980717 +0000 UTC m=+35.499756332 ,  12680448
2023-08-22 07:11:55.757324414 +0000 UTC m=+35.487273566 ,  2023-08-22 07:11:55.769834271 +0000 UTC m=+35.499783433 ,  12509416
2023-08-22 07:11:55.757496298 +0000 UTC m=+35.487445440 ,  2023-08-22 07:11:55.76983414 +0000 UTC m=+35.499783282 ,  12337782
2023-08-22 07:11:55.757558275 +0000 UTC m=+35.487507427 ,  2023-08-22 07:11:55.769885647 +0000 UTC m=+35.499834810 ,  12327252
2023-08-22 07:11:55.757504944 +0000 UTC m=+35.487454086 ,  2023-08-22 07:11:55.769860179 +0000 UTC m=+35.499809322 ,  12354975
2023-08-22 07:11:55.757599352 +0000 UTC m=+35.487548494 ,  2023-08-22 07:11:55.769911226 +0000 UTC m=+35.499860368 ,  12311493
2023-08-22 07:11:55.757578933 +0000 UTC m=+35.487528106 ,  2023-08-22 07:11:55.769894043 +0000 UTC m=+35.499843185 ,  12315029
2023-08-22 07:11:55.757599582 +0000 UTC m=+35.487548724 ,  2023-08-22 07:11:55.769915554 +0000 UTC m=+35.499864716 ,  12315721
2023-08-22 07:11:55.757564857 +0000 UTC m=+35.487513999 ,  2023-08-22 07:11:55.769896919 +0000 UTC m=+35.499846091 ,  12331982
2023-08-22 07:11:55.757623077 +0000 UTC m=+35.487572239 ,  2023-08-22 07:11:55.769958575 +0000 UTC m=+35.499907737 ,  12335117
2023-08-22 07:11:55.757602678 +0000 UTC m=+35.487551820 ,  2023-08-22 07:11:55.769935892 +0000 UTC m=+35.499885044 ,  12333064
2023-08-22 07:11:55.75763546 +0000 UTC m=+35.487584632 ,  2023-08-22 07:11:55.769985365 +0000 UTC m=+35.499934507 ,  12349835
2023-08-22 07:11:55.757605764 +0000 UTC m=+35.487554916 ,  2023-08-22 07:11:55.769938056 +0000 UTC m=+35.499887208 ,  12332212
2023-08-22 07:11:55.757539439 +0000 UTC m=+35.487488601 ,  2023-08-22 07:11:55.769849529 +0000 UTC m=+35.499798671 ,  12309900
2023-08-22 07:11:55.757615382 +0000 UTC m=+35.487564554 ,  2023-08-22 07:11:55.769954557 +0000 UTC m=+35.499903709 ,  12339085
2023-08-22 07:11:55.757670266 +0000 UTC m=+35.487619408 ,  2023-08-22 07:11:55.769977601 +0000 UTC m=+35.499926753 ,  12307255
2023-08-22 07:11:55.75767253 +0000 UTC m=+35.487621702 ,  2023-08-22 07:11:55.770037173 +0000 UTC m=+35.499986335 ,  12364393
2023-08-22 07:11:55.757696184 +0000 UTC m=+35.487645357 ,  2023-08-22 07:11:55.770058634 +0000 UTC m=+35.500007776 ,  12362348
2023-08-22 07:11:55.757703849 +0000 UTC m=+35.487653011 ,  2023-08-22 07:11:55.770061359 +0000 UTC m=+35.500010531 ,  12357039
2023-08-22 07:11:55.757562182 +0000 UTC m=+35.487511344 ,  2023-08-22 07:11:55.769876099 +0000 UTC m=+35.499825252 ,  12313857
2023-08-22 07:11:55.757686506 +0000 UTC m=+35.487635668 ,  2023-08-22 07:11:55.770074794 +0000 UTC m=+35.500023946 ,  12388118
2023-08-22 07:11:55.757687087 +0000 UTC m=+35.487636259 ,  2023-08-22 07:11:55.770024629 +0000 UTC m=+35.499973791 ,  12337392
2023-08-22 07:11:55.770923754 +0000 UTC m=+35.500872896 ,  2023-08-22 07:11:55.780556037 +0000 UTC m=+35.510505199 ,  9632203
2023-08-22 07:11:55.770897044 +0000 UTC m=+35.500846186 ,  2023-08-22 07:11:55.780598708 +0000 UTC m=+35.510547870 ,  9701574
2023-08-22 07:11:55.770945064 +0000 UTC m=+35.500894206 ,  2023-08-22 07:11:55.780625989 +0000 UTC m=+35.510575141 ,  9680765
2023-08-22 07:11:55.770983467 +0000 UTC m=+35.500932609 ,  2023-08-22 07:11:55.780661556 +0000 UTC m=+35.510610708 ,  9677969
2023-08-22 07:11:55.770950855 +0000 UTC m=+35.500899997 ,  2023-08-22 07:11:55.780624216 +0000 UTC m=+35.510573368 ,  9673210
2023-08-22 07:11:55.770967537 +0000 UTC m=+35.500916689 ,  2023-08-22 07:11:55.780688317 +0000 UTC m=+35.510637479 ,  9720549
2023-08-22 07:11:55.770954522 +0000 UTC m=+35.500903664 ,  2023-08-22 07:11:55.780643081 +0000 UTC m=+35.510592233 ,  9688499
2023-08-22 07:11:55.771036136 +0000 UTC m=+35.500985288 ,  2023-08-22 07:11:55.780723743 +0000 UTC m=+35.510672905 ,  9687507
2023-08-22 07:11:55.771064269 +0000 UTC m=+35.501013421 ,  2023-08-22 07:11:55.780738892 +0000 UTC m=+35.510688054 ,  9674533
2023-08-22 07:11:55.770960613 +0000 UTC m=+35.500909755 ,  2023-08-22 07:11:55.780639254 +0000 UTC m=+35.510588416 ,  9678571
2023-08-22 07:11:55.770988266 +0000 UTC m=+35.500937408 ,  2023-08-22 07:11:55.780725837 +0000 UTC m=+35.510674999 ,  9737511
2023-08-22 07:11:55.781280743 +0000 UTC m=+35.511229885 ,  2023-08-22 07:11:55.794327872 +0000 UTC m=+35.524277014 ,  13047079
2023-08-22 07:11:55.781270714 +0000 UTC m=+35.511219856 ,  2023-08-22 07:11:55.794350214 +0000 UTC m=+35.524299386 ,  13079250
2023-08-22 07:11:55.781307253 +0000 UTC m=+35.511256395 ,  2023-08-22 07:11:55.79437958 +0000 UTC m=+35.524328742 ,  13072196
2023-08-22 07:11:55.781319276 +0000 UTC m=+35.511268418 ,  2023-08-22 07:11:55.7943957 +0000 UTC m=+35.524344862 ,  13076304
2023-08-22 07:11:55.781296082 +0000 UTC m=+35.511245264 ,  2023-08-22 07:11:55.794383697 +0000 UTC m=+35.524332849 ,  13087525
2023-08-22 07:11:55.781514063 +0000 UTC m=+35.511463205 ,  2023-08-22 07:11:55.794398185 +0000 UTC m=+35.524347337 ,  12884002
2023-08-22 07:11:55.798444551 +0000 UTC m=+35.528393713 ,  2023-08-22 07:11:55.806460849 +0000 UTC m=+35.536409991 ,  8016117
2023-08-22 07:11:55.798459449 +0000 UTC m=+35.528408611 ,  2023-08-22 07:11:55.806519259 +0000 UTC m=+35.536468401 ,  8059690
2023-08-22 07:11:55.79844383 +0000 UTC m=+35.528392982 ,  2023-08-22 07:11:55.806508358 +0000 UTC m=+35.536457510 ,  8064388
2023-08-22 07:11:55.798457626 +0000 UTC m=+35.528406788 ,  2023-08-22 07:11:55.806523767 +0000 UTC m=+35.536472929 ,  8065741
2023-08-22 07:11:55.798479657 +0000 UTC m=+35.528428809 ,  2023-08-22 07:11:55.806553473 +0000 UTC m=+35.536502625 ,  8073396
2023-08-22 07:11:55.798590636 +0000 UTC m=+35.528540189 ,  2023-08-22 07:11:55.806601333 +0000 UTC m=+35.536550496 ,  8010216
2023-08-22 07:11:55.79848141 +0000 UTC m=+35.528430562 ,  2023-08-22 07:11:55.806613386 +0000 UTC m=+35.536562528 ,  8131886
2023-08-22 07:11:55.798478475 +0000 UTC m=+35.528427637 ,  2023-08-22 07:11:55.80657299 +0000 UTC m=+35.536522142 ,  8094144
2023-08-22 07:11:55.798615433 +0000 UTC m=+35.528564595 ,  2023-08-22 07:11:55.806640788 +0000 UTC m=+35.536589950 ,  8025235
2023-08-22 07:11:55.798678281 +0000 UTC m=+35.528627443 ,  2023-08-22 07:11:55.80665766 +0000 UTC m=+35.536606802 ,  7979228
2023-08-22 07:11:55.798639719 +0000 UTC m=+35.528588891 ,  2023-08-22 07:11:55.806657209 +0000 UTC m=+35.536606371 ,  8017340
2023-08-22 07:11:55.798729298 +0000 UTC m=+35.528678460 ,  2023-08-22 07:11:55.806682667 +0000 UTC m=+35.536631819 ,  7952958
2023-08-22 07:11:55.798682008 +0000 UTC m=+35.528631171 ,  2023-08-22 07:11:55.806682376 +0000 UTC m=+35.536631528 ,  7999956
2023-08-22 07:11:55.798745588 +0000 UTC m=+35.528694750 ,  2023-08-22 07:11:55.806736328 +0000 UTC m=+35.536685480 ,  7990479
2023-08-22 07:11:55.798747893 +0000 UTC m=+35.528697055 ,  2023-08-22 07:11:55.806759271 +0000 UTC m=+35.536708433 ,  8011298
2023-08-22 07:11:55.798755928 +0000 UTC m=+35.528705100 ,  2023-08-22 07:11:55.80677443 +0000 UTC m=+35.536723592 ,  8018131
2023-08-22 07:11:55.79861924 +0000 UTC m=+35.528568402 ,  2023-08-22 07:11:55.806644385 +0000 UTC m=+35.536593547 ,  8024734
2023-08-22 07:11:55.798756819 +0000 UTC m=+35.528705992 ,  2023-08-22 07:11:55.806797844 +0000 UTC m=+35.536747026 ,  8040673
2023-08-22 07:11:55.798748163 +0000 UTC m=+35.528697335 ,  2023-08-22 07:11:55.806733212 +0000 UTC m=+35.536682364 ,  7984949
2023-08-22 07:11:55.798768361 +0000 UTC m=+35.528717523 ,  2023-08-22 07:11:55.806800759 +0000 UTC m=+35.536749911 ,  8032288
2023-08-22 07:11:55.798783299 +0000 UTC m=+35.528732461 ,  2023-08-22 07:11:55.806844241 +0000 UTC m=+35.536793393 ,  8060852
2023-08-22 07:11:55.798802536 +0000 UTC m=+35.528751708 ,  2023-08-22 07:11:55.806844722 +0000 UTC m=+35.536793894 ,  8042076
2023-08-22 07:11:55.798778901 +0000 UTC m=+35.528728053 ,  2023-08-22 07:11:55.806823652 +0000 UTC m=+35.536772825 ,  8044651
2023-08-22 07:11:55.798776226 +0000 UTC m=+35.528725398 ,  2023-08-22 07:11:55.806832199 +0000 UTC m=+35.536781351 ,  8055672
2023-08-22 07:11:55.800487702 +0000 UTC m=+35.530436874 ,  2023-08-22 07:11:55.806890689 +0000 UTC m=+35.536839851 ,  6402897
2023-08-22 07:11:55.798813526 +0000 UTC m=+35.528762688 ,  2023-08-22 07:11:55.806858959 +0000 UTC m=+35.536808121 ,  8045353
2023-08-22 07:11:55.798822052 +0000 UTC m=+35.528771234 ,  2023-08-22 07:11:55.80689669 +0000 UTC m=+35.536845852 ,  8074528
2023-08-22 07:11:55.798821231 +0000 UTC m=+35.528770393 ,  2023-08-22 07:11:55.806920826 +0000 UTC m=+35.536869998 ,  8099464
2023-08-22 07:11:55.800522688 +0000 UTC m=+35.530471860 ,  2023-08-22 07:11:55.806921226 +0000 UTC m=+35.536870398 ,  6398448
2023-08-22 07:11:55.798838453 +0000 UTC m=+35.528787655 ,  2023-08-22 07:11:55.806940102 +0000 UTC m=+35.536889264 ,  8101519
2023-08-22 07:11:55.798845847 +0000 UTC m=+35.528795009 ,  2023-08-22 07:11:55.806941735 +0000 UTC m=+35.536890897 ,  8095527
2023-08-22 07:11:55.798809699 +0000 UTC m=+35.528758871 ,  2023-08-22 07:11:55.806868437 +0000 UTC m=+35.536817599 ,  8058648
2023-08-22 07:11:55.809404877 +0000 UTC m=+35.539354029 ,  2023-08-22 07:11:55.820041624 +0000 UTC m=+35.549990786 ,  10636647
2023-08-22 07:11:55.809457596 +0000 UTC m=+35.539406748 ,  2023-08-22 07:11:55.820080086 +0000 UTC m=+35.550029269 ,  10622400
2023-08-22 07:11:55.809470741 +0000 UTC m=+35.539419893 ,  2023-08-22 07:11:55.820111135 +0000 UTC m=+35.550060297 ,  10640304
2023-08-22 07:11:55.80061404 +0000 UTC m=+35.530563192 ,  2023-08-22 07:11:55.820041684 +0000 UTC m=+35.549990856 ,  19427504
2023-08-22 07:11:55.809437829 +0000 UTC m=+35.539386981 ,  2023-08-22 07:11:55.820085397 +0000 UTC m=+35.550034579 ,  10647197
2023-08-22 07:11:55.809483826 +0000 UTC m=+35.539432988 ,  2023-08-22 07:11:55.820151271 +0000 UTC m=+35.550100443 ,  10667094
2023-08-22 07:11:55.809466874 +0000 UTC m=+35.539416026 ,  2023-08-22 07:11:55.820111606 +0000 UTC m=+35.550060778 ,  10644602
2023-08-22 07:11:55.809517008 +0000 UTC m=+35.539466160 ,  2023-08-22 07:11:55.820197718 +0000 UTC m=+35.550146880 ,  10680600
2023-08-22 07:11:55.809510877 +0000 UTC m=+35.539460039 ,  2023-08-22 07:11:55.820217425 +0000 UTC m=+35.550166607 ,  10706138
2023-08-22 07:11:55.809606186 +0000 UTC m=+35.539555349 ,  2023-08-22 07:11:55.820237383 +0000 UTC m=+35.550186545 ,  10631106
2023-08-22 07:11:55.809508573 +0000 UTC m=+35.539457745 ,  2023-08-22 07:11:55.820140781 +0000 UTC m=+35.550089953 ,  10632108
2023-08-22 07:11:55.809509073 +0000 UTC m=+35.539458215 ,  2023-08-22 07:11:55.8202518 +0000 UTC m=+35.550200972 ,  10742637
2023-08-22 07:11:55.823181561 +0000 UTC m=+35.553130723 ,  2023-08-22 07:11:55.832201792 +0000 UTC m=+35.562150974 ,  9020110
2023-08-22 07:11:55.823219783 +0000 UTC m=+35.553168955 ,  2023-08-22 07:11:55.832245594 +0000 UTC m=+35.562194756 ,  9025701
2023-08-22 07:11:55.823152717 +0000 UTC m=+35.553101879 ,  2023-08-22 07:11:55.832217141 +0000 UTC m=+35.562166313 ,  9064253
2023-08-22 07:11:55.823248968 +0000 UTC m=+35.553198130 ,  2023-08-22 07:11:55.832295949 +0000 UTC m=+35.562245121 ,  9046891
2023-08-22 07:11:55.823214664 +0000 UTC m=+35.553163826 ,  2023-08-22 07:11:55.832266363 +0000 UTC m=+35.562215535 ,  9051379
2023-08-22 07:11:55.823339279 +0000 UTC m=+35.553288451 ,  2023-08-22 07:11:55.832297041 +0000 UTC m=+35.562246213 ,  8957612
2023-08-22 07:11:55.835393918 +0000 UTC m=+35.565343070 ,  2023-08-22 07:11:55.846059138 +0000 UTC m=+35.576008280 ,  10665150
2023-08-22 07:11:55.835352329 +0000 UTC m=+35.565301481 ,  2023-08-22 07:11:55.846075969 +0000 UTC m=+35.576025142 ,  10723350
2023-08-22 07:11:55.835427441 +0000 UTC m=+35.565376593 ,  2023-08-22 07:11:55.846112799 +0000 UTC m=+35.576061971 ,  10685128
2023-08-22 07:11:55.835417773 +0000 UTC m=+35.565366935 ,  2023-08-22 07:11:55.846141002 +0000 UTC m=+35.576090184 ,  10722888
2023-08-22 07:11:55.835441928 +0000 UTC m=+35.565391100 ,  2023-08-22 07:11:55.84617167 +0000 UTC m=+35.576120832 ,  10729401
2023-08-22 07:11:55.835431018 +0000 UTC m=+35.565380190 ,  2023-08-22 07:11:55.846173603 +0000 UTC m=+35.576122776 ,  10742275
2023-08-22 07:11:55.835464902 +0000 UTC m=+35.565414054 ,  2023-08-22 07:11:55.846202889 +0000 UTC m=+35.576152071 ,  10737526
2023-08-22 07:11:55.835461645 +0000 UTC m=+35.565410818 ,  2023-08-22 07:11:55.846205053 +0000 UTC m=+35.576154225 ,  10743116
2023-08-22 07:11:55.835551294 +0000 UTC m=+35.565500466 ,  2023-08-22 07:11:55.846241451 +0000 UTC m=+35.576190643 ,  10689927
2023-08-22 07:11:55.835470873 +0000 UTC m=+35.565420045 ,  2023-08-22 07:11:55.846237915 +0000 UTC m=+35.576187097 ,  10766801
2023-08-22 07:11:55.835822736 +0000 UTC m=+35.565771908 ,  2023-08-22 07:11:55.846258774 +0000 UTC m=+35.576207956 ,  10435587
2023-08-22 07:11:55.835824339 +0000 UTC m=+35.565773501 ,  2023-08-22 07:11:55.846260758 +0000 UTC m=+35.576209940 ,  10436309
2023-08-22 07:11:55.835848965 +0000 UTC m=+35.565798137 ,  2023-08-22 07:11:55.846287077 +0000 UTC m=+35.576236239 ,  10437982
2023-08-22 07:11:55.835857361 +0000 UTC m=+35.565806533 ,  2023-08-22 07:11:55.846291385 +0000 UTC m=+35.576240568 ,  10433534
2023-08-22 07:11:55.835864004 +0000 UTC m=+35.565813166 ,  2023-08-22 07:11:55.846319108 +0000 UTC m=+35.576268280 ,  10454633
2023-08-22 07:11:55.835879964 +0000 UTC m=+35.565829126 ,  2023-08-22 07:11:55.846321192 +0000 UTC m=+35.576270364 ,  10441118
2023-08-22 07:11:55.835864655 +0000 UTC m=+35.565813827 ,  2023-08-22 07:11:55.846343874 +0000 UTC m=+35.576293046 ,  10478829
2023-08-22 07:11:55.835893239 +0000 UTC m=+35.565842401 ,  2023-08-22 07:11:55.846347121 +0000 UTC m=+35.576296293 ,  10453791
2023-08-22 07:11:55.83591006 +0000 UTC m=+35.565859233 ,  2023-08-22 07:11:55.846369543 +0000 UTC m=+35.576318705 ,  10459271
2023-08-22 07:11:55.835896816 +0000 UTC m=+35.565845988 ,  2023-08-22 07:11:55.846382006 +0000 UTC m=+35.576331178 ,  10485090
2023-08-22 07:11:55.835923145 +0000 UTC m=+35.565872317 ,  2023-08-22 07:11:55.846400271 +0000 UTC m=+35.576349433 ,  10476685
2023-08-22 07:11:55.835921262 +0000 UTC m=+35.565870414 ,  2023-08-22 07:11:55.846408897 +0000 UTC m=+35.576358059 ,  10487545
2023-08-22 07:11:55.835861138 +0000 UTC m=+35.565810310 ,  2023-08-22 07:11:55.846425087 +0000 UTC m=+35.576374260 ,  10563849
2023-08-22 07:11:55.835900002 +0000 UTC m=+35.565849174 ,  2023-08-22 07:11:55.846444384 +0000 UTC m=+35.576393556 ,  10544282
2023-08-22 07:11:55.835891826 +0000 UTC m=+35.565840998 ,  2023-08-22 07:11:55.846445396 +0000 UTC m=+35.576394568 ,  10553460
2023-08-22 07:11:55.835932212 +0000 UTC m=+35.565881374 ,  2023-08-22 07:11:55.846433303 +0000 UTC m=+35.576382475 ,  10500800
2023-08-22 07:11:55.835905432 +0000 UTC m=+35.565854604 ,  2023-08-22 07:11:55.846474 +0000 UTC m=+35.576423172 ,  10568448
2023-08-22 07:11:55.8359096 +0000 UTC m=+35.565858782 ,  2023-08-22 07:11:55.846478208 +0000 UTC m=+35.576427380 ,  10568487
2023-08-22 07:11:55.837476753 +0000 UTC m=+35.567425905 ,  2023-08-22 07:11:55.846494909 +0000 UTC m=+35.576444081 ,  9018056
2023-08-22 07:11:55.835926982 +0000 UTC m=+35.565876154 ,  2023-08-22 07:11:55.846498726 +0000 UTC m=+35.576447888 ,  10571634
2023-08-22 07:11:55.835947972 +0000 UTC m=+35.565897134 ,  2023-08-22 07:11:55.846509056 +0000 UTC m=+35.576458218 ,  10560984
2023-08-22 07:11:55.837395029 +0000 UTC m=+35.567344181 ,  2023-08-22 07:11:55.846513604 +0000 UTC m=+35.576462776 ,  9118485
2023-08-22 07:11:55.848834088 +0000 UTC m=+35.578783230 ,  2023-08-22 07:11:55.854689523 +0000 UTC m=+35.584638675 ,  5855375
2023-08-22 07:11:55.848833306 +0000 UTC m=+35.578782448 ,  2023-08-22 07:11:55.854727434 +0000 UTC m=+35.584676576 ,  5894058
2023-08-22 07:11:55.848861539 +0000 UTC m=+35.578810681 ,  2023-08-22 07:11:55.854748484 +0000 UTC m=+35.584697626 ,  5886875
2023-08-22 07:11:55.848879834 +0000 UTC m=+35.578828976 ,  2023-08-22 07:11:55.854751039 +0000 UTC m=+35.584700181 ,  5871105
2023-08-22 07:11:55.848911313 +0000 UTC m=+35.578860465 ,  2023-08-22 07:11:55.854774824 +0000 UTC m=+35.584723986 ,  5863441
2023-08-22 07:11:55.848932974 +0000 UTC m=+35.578882116 ,  2023-08-22 07:11:55.854777288 +0000 UTC m=+35.584726430 ,  5844244
2023-08-22 07:11:55.848966096 +0000 UTC m=+35.578915239 ,  2023-08-22 07:11:55.854796294 +0000 UTC m=+35.584745456 ,  5830047
2023-08-22 07:11:55.849079831 +0000 UTC m=+35.579028973 ,  2023-08-22 07:11:55.854829457 +0000 UTC m=+35.584778599 ,  5749576
2023-08-22 07:11:55.848947481 +0000 UTC m=+35.578896633 ,  2023-08-22 07:11:55.85479928 +0000 UTC m=+35.584748442 ,  5851679
2023-08-22 07:11:55.848976466 +0000 UTC m=+35.578925608 ,  2023-08-22 07:11:55.854810801 +0000 UTC m=+35.584759964 ,  5834275
2023-08-22 07:11:55.849061326 +0000 UTC m=+35.579010468 ,  2023-08-22 07:11:55.854883088 +0000 UTC m=+35.584832250 ,  5821692
2023-08-22 07:11:55.848986134 +0000 UTC m=+35.578935286 ,  2023-08-22 07:11:55.854805842 +0000 UTC m=+35.584754994 ,  5819638
2023-08-22 07:11:55.861136473 +0000 UTC m=+35.591085645 ,  2023-08-22 07:11:55.871735659 +0000 UTC m=+35.601684801 ,  10599086
2023-08-22 07:11:55.861135281 +0000 UTC m=+35.591084443 ,  2023-08-22 07:11:55.871740178 +0000 UTC m=+35.601689330 ,  10604747
2023-08-22 07:11:55.86122508 +0000 UTC m=+35.591174232 ,  2023-08-22 07:11:55.871771016 +0000 UTC m=+35.601720178 ,  10545736
2023-08-22 07:11:55.861202979 +0000 UTC m=+35.591152131 ,  2023-08-22 07:11:55.871816662 +0000 UTC m=+35.601765814 ,  10613593
2023-08-22 07:11:55.861374933 +0000 UTC m=+35.591324095 ,  2023-08-22 07:11:55.871845176 +0000 UTC m=+35.601794328 ,  10470163
2023-08-22 07:11:55.861392486 +0000 UTC m=+35.591341638 ,  2023-08-22 07:11:55.871847951 +0000 UTC m=+35.601797103 ,  10455385
2023-08-22 07:11:55.874801878 +0000 UTC m=+35.604751030 ,  2023-08-22 07:11:55.882688261 +0000 UTC m=+35.612637413 ,  7886143
2023-08-22 07:11:55.875286311 +0000 UTC m=+35.605235463 ,  2023-08-22 07:11:55.882717767 +0000 UTC m=+35.612666929 ,  7431215
2023-08-22 07:11:55.874990603 +0000 UTC m=+35.604939756 ,  2023-08-22 07:11:55.882734358 +0000 UTC m=+35.612683510 ,  7743694
2023-08-22 07:11:55.874954505 +0000 UTC m=+35.604903678 ,  2023-08-22 07:11:55.88268217 +0000 UTC m=+35.612631312 ,  7727574
2023-08-22 07:11:55.875424401 +0000 UTC m=+35.605373553 ,  2023-08-22 07:11:55.882783531 +0000 UTC m=+35.612732673 ,  7359050
2023-08-22 07:11:55.875363957 +0000 UTC m=+35.605313119 ,  2023-08-22 07:11:55.882789612 +0000 UTC m=+35.612738764 ,  7425535
2023-08-22 07:11:55.875446513 +0000 UTC m=+35.605395665 ,  2023-08-22 07:11:55.882815491 +0000 UTC m=+35.612764633 ,  7368677
2023-08-22 07:11:55.875450109 +0000 UTC m=+35.605399261 ,  2023-08-22 07:11:55.882817394 +0000 UTC m=+35.612766546 ,  7367205
2023-08-22 07:11:55.875453907 +0000 UTC m=+35.605403079 ,  2023-08-22 07:11:55.882837502 +0000 UTC m=+35.612786664 ,  7383485
