3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  1
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692685233004210587  commit quorum:  [4]
2023-08-22 06:21:02.716569249 +0000 UTC m=+44.894974142 ,  2023-08-22 06:21:02.816759199 +0000 UTC m=+44.995164102 ,  100189769
2023-08-22 06:21:02.716625044 +0000 UTC m=+44.895029937 ,  2023-08-22 06:21:02.816777533 +0000 UTC m=+44.995182426 ,  100152349
2023-08-22 06:21:02.716638529 +0000 UTC m=+44.895043453 ,  2023-08-22 06:21:02.816788013 +0000 UTC m=+44.995192936 ,  100149233
2023-08-22 06:21:02.716641064 +0000 UTC m=+44.895045957 ,  2023-08-22 06:21:02.816822719 +0000 UTC m=+44.995227622 ,  100181554
2023-08-22 06:21:02.716658036 +0000 UTC m=+44.895062929 ,  2023-08-22 06:21:02.816873514 +0000 UTC m=+44.995278417 ,  100215418
2023-08-22 06:21:02.71669163 +0000 UTC m=+44.895096523 ,  2023-08-22 06:21:02.816889254 +0000 UTC m=+44.995294157 ,  100197574
2023-08-22 06:21:02.716728709 +0000 UTC m=+44.895133623 ,  2023-08-22 06:21:02.816904352 +0000 UTC m=+44.995309255 ,  100175582
2023-08-22 06:21:02.716759207 +0000 UTC m=+44.895164110 ,  2023-08-22 06:21:02.816916185 +0000 UTC m=+44.995321078 ,  100156918
2023-08-22 06:21:02.716736093 +0000 UTC m=+44.895140986 ,  2023-08-22 06:21:02.816917948 +0000 UTC m=+44.995322861 ,  100181775
2023-08-22 06:21:02.71677678 +0000 UTC m=+44.895181713 ,  2023-08-22 06:21:02.816936032 +0000 UTC m=+44.995340925 ,  100159162
2023-08-22 06:21:02.716719632 +0000 UTC m=+44.895124535 ,  2023-08-22 06:21:02.816891679 +0000 UTC m=+44.995296592 ,  100171946
2023-08-22 06:21:02.716720664 +0000 UTC m=+44.895125587 ,  2023-08-22 06:21:02.816904142 +0000 UTC m=+44.995309055 ,  100183348
2023-08-22 06:21:02.716682532 +0000 UTC m=+44.895087455 ,  2023-08-22 06:21:02.816870228 +0000 UTC m=+44.995275131 ,  100187606
2023-08-22 06:21:02.717122372 +0000 UTC m=+44.895527295 ,  2023-08-22 06:21:02.816964325 +0000 UTC m=+44.995369218 ,  99841633
2023-08-22 06:21:02.717119446 +0000 UTC m=+44.895524349 ,  2023-08-22 06:21:02.816946322 +0000 UTC m=+44.995351225 ,  99826755
2023-08-22 06:21:02.717112713 +0000 UTC m=+44.895517616 ,  2023-08-22 06:21:02.816951792 +0000 UTC m=+44.995356695 ,  99839019
2023-08-22 06:21:02.717148521 +0000 UTC m=+44.895553444 ,  2023-08-22 06:21:02.816995825 +0000 UTC m=+44.995400718 ,  99847094
2023-08-22 06:21:02.717134665 +0000 UTC m=+44.895539588 ,  2023-08-22 06:21:02.817000975 +0000 UTC m=+44.995405868 ,  99866109
2023-08-22 06:21:02.717167707 +0000 UTC m=+44.895572610 ,  2023-08-22 06:21:02.81700904 +0000 UTC m=+44.995413933 ,  99841183
2023-08-22 06:21:02.717157628 +0000 UTC m=+44.895562531 ,  2023-08-22 06:21:02.817015572 +0000 UTC m=+44.995420465 ,  99857854
2023-08-22 06:21:02.717111882 +0000 UTC m=+44.895516785 ,  2023-08-22 06:21:02.816937655 +0000 UTC m=+44.995342548 ,  99825603
2023-08-22 06:21:02.717132911 +0000 UTC m=+44.895537834 ,  2023-08-22 06:21:02.817030881 +0000 UTC m=+44.995435774 ,  99897890
2023-08-22 06:21:02.717119025 +0000 UTC m=+44.895523948 ,  2023-08-22 06:21:02.816981227 +0000 UTC m=+44.995386140 ,  99861992
2023-08-22 06:21:02.71717473 +0000 UTC m=+44.895579643 ,  2023-08-22 06:21:02.81703057 +0000 UTC m=+44.995435463 ,  99855770
2023-08-22 06:21:02.717117903 +0000 UTC m=+44.895522826 ,  2023-08-22 06:21:02.817045929 +0000 UTC m=+44.995450822 ,  99927956
2023-08-22 06:21:02.717176884 +0000 UTC m=+44.895581807 ,  2023-08-22 06:21:02.817061408 +0000 UTC m=+44.995466301 ,  99884444
2023-08-22 06:21:02.71719077 +0000 UTC m=+44.895595674 ,  2023-08-22 06:21:02.81706203 +0000 UTC m=+44.995466953 ,  99871068
2023-08-22 06:21:02.71719582 +0000 UTC m=+44.895600763 ,  2023-08-22 06:21:02.817080545 +0000 UTC m=+44.995485438 ,  99884624
2023-08-22 06:21:02.717175542 +0000 UTC m=+44.895580465 ,  2023-08-22 06:21:02.817050869 +0000 UTC m=+44.995455762 ,  99875196
2023-08-22 06:21:02.717204927 +0000 UTC m=+44.895609870 ,  2023-08-22 06:21:02.817101845 +0000 UTC m=+44.995506748 ,  99896798
2023-08-22 06:21:02.717152759 +0000 UTC m=+44.895557652 ,  2023-08-22 06:21:02.817080955 +0000 UTC m=+44.995485868 ,  99928016
2023-08-22 06:21:02.717218222 +0000 UTC m=+44.895623125 ,  2023-08-22 06:21:02.81714724 +0000 UTC m=+44.995552133 ,  99928958
2023-08-22 06:21:02.71721691 +0000 UTC m=+44.895621833 ,  2023-08-22 06:21:02.817157059 +0000 UTC m=+44.995561952 ,  99940069
2023-08-22 06:21:02.717195169 +0000 UTC m=+44.895600082 ,  2023-08-22 06:21:02.817137642 +0000 UTC m=+44.995542535 ,  99942403
2023-08-22 06:21:02.717214335 +0000 UTC m=+44.895619248 ,  2023-08-22 06:21:02.81716812 +0000 UTC m=+44.995573023 ,  99953474
2023-08-22 06:21:02.717225746 +0000 UTC m=+44.895630639 ,  2023-08-22 06:21:02.817172588 +0000 UTC m=+44.995577511 ,  99946712
2023-08-22 06:21:02.717251625 +0000 UTC m=+44.895656518 ,  2023-08-22 06:21:02.817202154 +0000 UTC m=+44.995607047 ,  99950479
2023-08-22 06:21:02.717206791 +0000 UTC m=+44.895611704 ,  2023-08-22 06:21:02.81721062 +0000 UTC m=+44.995615523 ,  100003648
2023-08-22 06:21:02.717228572 +0000 UTC m=+44.895633495 ,  2023-08-22 06:21:02.817182667 +0000 UTC m=+44.995587560 ,  99954015
2023-08-22 06:21:02.717285479 +0000 UTC m=+44.895690392 ,  2023-08-22 06:21:02.817202414 +0000 UTC m=+44.995607307 ,  99916745
2023-08-22 06:21:02.717234042 +0000 UTC m=+44.895638955 ,  2023-08-22 06:21:02.817183308 +0000 UTC m=+44.995588201 ,  99949196
2023-08-22 06:21:02.717138512 +0000 UTC m=+44.895543415 ,  2023-08-22 06:21:02.817219246 +0000 UTC m=+44.995624139 ,  100080554
2023-08-22 06:21:02.717229373 +0000 UTC m=+44.895634286 ,  2023-08-22 06:21:02.817228173 +0000 UTC m=+44.995633066 ,  99998610
2023-08-22 06:21:02.717152588 +0000 UTC m=+44.895557492 ,  2023-08-22 06:21:02.817238112 +0000 UTC m=+44.995643035 ,  100085242
2023-08-22 06:21:02.717192083 +0000 UTC m=+44.895596996 ,  2023-08-22 06:21:02.817250284 +0000 UTC m=+44.995655178 ,  100058131
2023-08-22 06:21:02.7172597 +0000 UTC m=+44.895664674 ,  2023-08-22 06:21:02.817253911 +0000 UTC m=+44.995658804 ,  99993970
2023-08-22 06:21:02.717192854 +0000 UTC m=+44.895597777 ,  2023-08-22 06:21:02.817236118 +0000 UTC m=+44.995641011 ,  100043184
2023-08-22 06:21:02.717234032 +0000 UTC m=+44.895638935 ,  2023-08-22 06:21:02.817240606 +0000 UTC m=+44.995645499 ,  100006514
2023-08-22 06:21:02.717266533 +0000 UTC m=+44.895671456 ,  2023-08-22 06:21:02.817260534 +0000 UTC m=+44.995665437 ,  99993931
2023-08-22 06:21:02.845711972 +0000 UTC m=+45.024116886 ,  2023-08-22 06:21:02.943606025 +0000 UTC m=+45.122010918 ,  97893962
2023-08-22 06:21:02.845709848 +0000 UTC m=+45.024114762 ,  2023-08-22 06:21:02.943642203 +0000 UTC m=+45.122047096 ,  97932284
2023-08-22 06:21:02.84577968 +0000 UTC m=+45.024184593 ,  2023-08-22 06:21:02.943668713 +0000 UTC m=+45.122073606 ,  97888873
2023-08-22 06:21:02.84580629 +0000 UTC m=+45.024211203 ,  2023-08-22 06:21:02.94369338 +0000 UTC m=+45.122098273 ,  97887020
2023-08-22 06:21:02.845757799 +0000 UTC m=+45.024162712 ,  2023-08-22 06:21:02.943681808 +0000 UTC m=+45.122086701 ,  97923939
2023-08-22 06:21:02.845828602 +0000 UTC m=+45.024233525 ,  2023-08-22 06:21:02.943718016 +0000 UTC m=+45.122122909 ,  97889334
2023-08-22 06:21:02.84580072 +0000 UTC m=+45.024205633 ,  2023-08-22 06:21:02.943701385 +0000 UTC m=+45.122106308 ,  97900384
2023-08-22 06:21:02.845925826 +0000 UTC m=+45.024330739 ,  2023-08-22 06:21:02.943748393 +0000 UTC m=+45.122153286 ,  97822497
2023-08-22 06:21:02.846376194 +0000 UTC m=+45.024781108 ,  2023-08-22 06:21:02.943757741 +0000 UTC m=+45.122162634 ,  97381476
2023-08-22 06:21:02.845820617 +0000 UTC m=+45.024225530 ,  2023-08-22 06:21:02.943726883 +0000 UTC m=+45.122131776 ,  97906085
2023-08-22 06:21:02.845842579 +0000 UTC m=+45.024247492 ,  2023-08-22 06:21:02.943736922 +0000 UTC m=+45.122141815 ,  97894273
2023-08-22 06:21:02.845894476 +0000 UTC m=+45.024299400 ,  2023-08-22 06:21:02.943742101 +0000 UTC m=+45.122146994 ,  97847534
2023-08-22 06:21:02.84587508 +0000 UTC m=+45.024280003 ,  2023-08-22 06:21:02.943741831 +0000 UTC m=+45.122146734 ,  97866651
2023-08-22 06:21:02.846390121 +0000 UTC m=+45.024795034 ,  2023-08-22 06:21:02.943795031 +0000 UTC m=+45.122199924 ,  97404840
2023-08-22 06:21:02.846394098 +0000 UTC m=+45.024799041 ,  2023-08-22 06:21:02.943788499 +0000 UTC m=+45.122193422 ,  97394090
2023-08-22 06:21:02.846409137 +0000 UTC m=+45.024814040 ,  2023-08-22 06:21:02.943824657 +0000 UTC m=+45.122229570 ,  97415430
2023-08-22 06:21:02.846422692 +0000 UTC m=+45.024827615 ,  2023-08-22 06:21:02.943844545 +0000 UTC m=+45.122249458 ,  97421772
2023-08-22 06:21:02.846386955 +0000 UTC m=+45.024791868 ,  2023-08-22 06:21:02.943759063 +0000 UTC m=+45.122163966 ,  97372038
2023-08-22 06:21:02.846439935 +0000 UTC m=+45.024844848 ,  2023-08-22 06:21:02.943879761 +0000 UTC m=+45.122284684 ,  97439716
2023-08-22 06:21:02.846406031 +0000 UTC m=+45.024810934 ,  2023-08-22 06:21:02.943829536 +0000 UTC m=+45.122234439 ,  97423445
2023-08-22 06:21:02.846444173 +0000 UTC m=+45.024849096 ,  2023-08-22 06:21:02.943930476 +0000 UTC m=+45.122335400 ,  97486183
2023-08-22 06:21:02.846469641 +0000 UTC m=+45.024874564 ,  2023-08-22 06:21:02.94394317 +0000 UTC m=+45.122348094 ,  97473419
2023-08-22 06:21:02.846478998 +0000 UTC m=+45.024883901 ,  2023-08-22 06:21:02.94395905 +0000 UTC m=+45.122363973 ,  97479952
2023-08-22 06:21:02.846503374 +0000 UTC m=+45.024908297 ,  2023-08-22 06:21:02.943972205 +0000 UTC m=+45.122377128 ,  97468711
2023-08-22 06:21:02.846500709 +0000 UTC m=+45.024905622 ,  2023-08-22 06:21:02.943975101 +0000 UTC m=+45.122380024 ,  97474261
2023-08-22 06:21:02.846419045 +0000 UTC m=+45.024823968 ,  2023-08-22 06:21:02.943906451 +0000 UTC m=+45.122311384 ,  97487296
2023-08-22 06:21:02.846445064 +0000 UTC m=+45.024849967 ,  2023-08-22 06:21:02.943913494 +0000 UTC m=+45.122318418 ,  97468340
2023-08-22 06:21:02.84657014 +0000 UTC m=+45.024975053 ,  2023-08-22 06:21:02.944035474 +0000 UTC m=+45.122440397 ,  97465234
2023-08-22 06:21:02.84641634 +0000 UTC m=+45.024821313 ,  2023-08-22 06:21:02.943857599 +0000 UTC m=+45.122262522 ,  97441059
2023-08-22 06:21:02.846481633 +0000 UTC m=+45.024886556 ,  2023-08-22 06:21:02.944048419 +0000 UTC m=+45.122453332 ,  97566686
2023-08-22 06:21:02.846451476 +0000 UTC m=+45.024856399 ,  2023-08-22 06:21:02.943944954 +0000 UTC m=+45.122349877 ,  97493368
2023-08-22 06:21:02.845895268 +0000 UTC m=+45.024300181 ,  2023-08-22 06:21:02.943749105 +0000 UTC m=+45.122153998 ,  97853767
2023-08-22 06:21:02.846438602 +0000 UTC m=+45.024843525 ,  2023-08-22 06:21:02.94389015 +0000 UTC m=+45.122295064 ,  97451458
2023-08-22 06:21:02.846423634 +0000 UTC m=+45.024828567 ,  2023-08-22 06:21:02.94398528 +0000 UTC m=+45.122390193 ,  97561536
2023-08-22 06:21:02.846591891 +0000 UTC m=+45.024996814 ,  2023-08-22 06:21:02.94410221 +0000 UTC m=+45.122507143 ,  97510209
2023-08-22 06:21:02.845861354 +0000 UTC m=+45.024266267 ,  2023-08-22 06:21:02.943732744 +0000 UTC m=+45.122137637 ,  97871320
2023-08-22 06:21:02.846585178 +0000 UTC m=+45.024990101 ,  2023-08-22 06:21:02.944120425 +0000 UTC m=+45.122525338 ,  97535156
2023-08-22 06:21:02.846611668 +0000 UTC m=+45.025016591 ,  2023-08-22 06:21:02.944126366 +0000 UTC m=+45.122531289 ,  97514598
2023-08-22 06:21:02.846473658 +0000 UTC m=+45.024878561 ,  2023-08-22 06:21:02.944017941 +0000 UTC m=+45.122422854 ,  97544203
2023-08-22 06:21:02.846491331 +0000 UTC m=+45.024896245 ,  2023-08-22 06:21:02.944146424 +0000 UTC m=+45.122551337 ,  97654991
2023-08-22 06:21:02.846577875 +0000 UTC m=+45.024982838 ,  2023-08-22 06:21:02.944082212 +0000 UTC m=+45.122487136 ,  97504167
2023-08-22 06:21:02.846570421 +0000 UTC m=+45.024975354 ,  2023-08-22 06:21:02.94408105 +0000 UTC m=+45.122485963 ,  97510519
2023-08-22 06:21:02.846583185 +0000 UTC m=+45.024988148 ,  2023-08-22 06:21:02.944099385 +0000 UTC m=+45.122504308 ,  97516060
2023-08-22 06:21:02.846489678 +0000 UTC m=+45.024894591 ,  2023-08-22 06:21:02.943962397 +0000 UTC m=+45.122367320 ,  97472578
2023-08-22 06:21:02.846486953 +0000 UTC m=+45.024891866 ,  2023-08-22 06:21:02.944181991 +0000 UTC m=+45.122586904 ,  97694947
2023-08-22 06:21:02.846720794 +0000 UTC m=+45.025125727 ,  2023-08-22 06:21:02.944196668 +0000 UTC m=+45.122601571 ,  97475764
2023-08-22 06:21:02.846473508 +0000 UTC m=+45.024878431 ,  2023-08-22 06:21:02.944008974 +0000 UTC m=+45.122413888 ,  97535366
2023-08-22 06:21:02.846447619 +0000 UTC m=+45.024852542 ,  2023-08-22 06:21:02.943928042 +0000 UTC m=+45.122332965 ,  97480303
2023-08-22 06:21:02.846611618 +0000 UTC m=+45.025016561 ,  2023-08-22 06:21:02.944203221 +0000 UTC m=+45.122608274 ,  97591472
2023-08-22 06:21:02.84646951 +0000 UTC m=+45.024874433 ,  2023-08-22 06:21:02.9439909 +0000 UTC m=+45.122395813 ,  97521290
2023-08-22 06:21:02.97247474 +0000 UTC m=+45.150879663 ,  2023-08-22 06:21:03.070875668 +0000 UTC m=+45.249280581 ,  98400828
2023-08-22 06:21:02.97245355 +0000 UTC m=+45.150858474 ,  2023-08-22 06:21:03.070901196 +0000 UTC m=+45.249306119 ,  98447275
2023-08-22 06:21:02.972567365 +0000 UTC m=+45.150972288 ,  2023-08-22 06:21:03.070993911 +0000 UTC m=+45.249398824 ,  98426456
2023-08-22 06:21:02.972581131 +0000 UTC m=+45.150986054 ,  2023-08-22 06:21:03.07099881 +0000 UTC m=+45.249403733 ,  98417399
2023-08-22 06:21:02.972602571 +0000 UTC m=+45.151007484 ,  2023-08-22 06:21:03.071047853 +0000 UTC m=+45.249452766 ,  98444991
2023-08-22 06:21:02.972743297 +0000 UTC m=+45.151148220 ,  2023-08-22 06:21:03.071066628 +0000 UTC m=+45.249471541 ,  98323131
2023-08-22 06:21:02.972546997 +0000 UTC m=+45.150951910 ,  2023-08-22 06:21:03.070959306 +0000 UTC m=+45.249364219 ,  98411888
2023-08-22 06:21:02.972744198 +0000 UTC m=+45.151149121 ,  2023-08-22 06:21:03.071091084 +0000 UTC m=+45.249495997 ,  98346776
2023-08-22 06:21:02.972905522 +0000 UTC m=+45.151310445 ,  2023-08-22 06:21:03.071111923 +0000 UTC m=+45.249516837 ,  98206301
2023-08-22 06:21:02.972919659 +0000 UTC m=+45.151324582 ,  2023-08-22 06:21:03.071126501 +0000 UTC m=+45.249531404 ,  98206752
2023-08-22 06:21:02.97255428 +0000 UTC m=+45.150959203 ,  2023-08-22 06:21:03.070957763 +0000 UTC m=+45.249362656 ,  98403082
2023-08-22 06:21:02.972914459 +0000 UTC m=+45.151319382 ,  2023-08-22 06:21:03.071125479 +0000 UTC m=+45.249530402 ,  98210760
2023-08-22 06:21:02.972938284 +0000 UTC m=+45.151343207 ,  2023-08-22 06:21:03.071167188 +0000 UTC m=+45.249572091 ,  98228814
2023-08-22 06:21:02.972959985 +0000 UTC m=+45.151364908 ,  2023-08-22 06:21:03.07117901 +0000 UTC m=+45.249583923 ,  98218925
2023-08-22 06:21:02.972953433 +0000 UTC m=+45.151358366 ,  2023-08-22 06:21:03.071181174 +0000 UTC m=+45.249586097 ,  98227591
2023-08-22 06:21:02.972596911 +0000 UTC m=+45.151001834 ,  2023-08-22 06:21:03.071046079 +0000 UTC m=+45.249450982 ,  98448968
2023-08-22 06:21:02.972961849 +0000 UTC m=+45.151366762 ,  2023-08-22 06:21:03.07121604 +0000 UTC m=+45.249620973 ,  98254030
2023-08-22 06:21:02.97260716 +0000 UTC m=+45.151012083 ,  2023-08-22 06:21:03.07106771 +0000 UTC m=+45.249472633 ,  98460350
2023-08-22 06:21:02.972982337 +0000 UTC m=+45.151387270 ,  2023-08-22 06:21:03.071240125 +0000 UTC m=+45.249645048 ,  98257418
2023-08-22 06:21:02.97301028 +0000 UTC m=+45.151415203 ,  2023-08-22 06:21:03.071259872 +0000 UTC m=+45.249664795 ,  98249472
2023-08-22 06:21:02.97278223 +0000 UTC m=+45.151187153 ,  2023-08-22 06:21:03.071090633 +0000 UTC m=+45.249495546 ,  98308303
2023-08-22 06:21:02.973022934 +0000 UTC m=+45.151427847 ,  2023-08-22 06:21:03.071288226 +0000 UTC m=+45.249693149 ,  98265192
2023-08-22 06:21:02.973027382 +0000 UTC m=+45.151432295 ,  2023-08-22 06:21:03.071304607 +0000 UTC m=+45.249709540 ,  98277084
2023-08-22 06:21:02.972912726 +0000 UTC m=+45.151317649 ,  2023-08-22 06:21:03.071104139 +0000 UTC m=+45.249509052 ,  98191313
2023-08-22 06:21:02.97302611 +0000 UTC m=+45.151431033 ,  2023-08-22 06:21:03.071332529 +0000 UTC m=+45.249737452 ,  98306239
2023-08-22 06:21:02.973061827 +0000 UTC m=+45.151466760 ,  2023-08-22 06:21:03.071330576 +0000 UTC m=+45.249735499 ,  98268438
2023-08-22 06:21:02.97318528 +0000 UTC m=+45.151590223 ,  2023-08-22 06:21:03.071368217 +0000 UTC m=+45.249773150 ,  98182796
2023-08-22 06:21:02.973038273 +0000 UTC m=+45.151443186 ,  2023-08-22 06:21:03.071379788 +0000 UTC m=+45.249784701 ,  98341415
2023-08-22 06:21:02.972919248 +0000 UTC m=+45.151324171 ,  2023-08-22 06:21:03.071153562 +0000 UTC m=+45.249558485 ,  98234214
2023-08-22 06:21:02.973018185 +0000 UTC m=+45.151423108 ,  2023-08-22 06:21:03.071261215 +0000 UTC m=+45.249666138 ,  98242769
2023-08-22 06:21:02.973020439 +0000 UTC m=+45.151425352 ,  2023-08-22 06:21:03.07127961 +0000 UTC m=+45.249684533 ,  98259080
2023-08-22 06:21:02.973071345 +0000 UTC m=+45.151476268 ,  2023-08-22 06:21:03.071436796 +0000 UTC m=+45.249841709 ,  98365351
2023-08-22 06:21:02.972533621 +0000 UTC m=+45.150938544 ,  2023-08-22 06:21:03.070934699 +0000 UTC m=+45.249339612 ,  98400608
2023-08-22 06:21:02.973069341 +0000 UTC m=+45.151474274 ,  2023-08-22 06:21:03.071343861 +0000 UTC m=+45.249748774 ,  98274400
2023-08-22 06:21:02.972928766 +0000 UTC m=+45.151333679 ,  2023-08-22 06:21:03.071219376 +0000 UTC m=+45.249624299 ,  98290289
2023-08-22 06:21:02.972507963 +0000 UTC m=+45.150912886 ,  2023-08-22 06:21:03.07092978 +0000 UTC m=+45.249334683 ,  98421707
2023-08-22 06:21:02.973062859 +0000 UTC m=+45.151467792 ,  2023-08-22 06:21:03.071350503 +0000 UTC m=+45.249755426 ,  98287534
2023-08-22 06:21:02.973030538 +0000 UTC m=+45.151435461 ,  2023-08-22 06:21:03.071368748 +0000 UTC m=+45.249773671 ,  98338109
2023-08-22 06:21:02.973009498 +0000 UTC m=+45.151414411 ,  2023-08-22 06:21:03.07124285 +0000 UTC m=+45.249647773 ,  98233092
2023-08-22 06:21:02.973033393 +0000 UTC m=+45.151438306 ,  2023-08-22 06:21:03.071382213 +0000 UTC m=+45.249787136 ,  98348720
2023-08-22 06:21:02.972942151 +0000 UTC m=+45.151347064 ,  2023-08-22 06:21:03.071146619 +0000 UTC m=+45.249551552 ,  98204227
2023-08-22 06:21:02.974960967 +0000 UTC m=+45.153365870 ,  2023-08-22 06:21:03.071412751 +0000 UTC m=+45.249817674 ,  96451673
2023-08-22 06:21:02.973027883 +0000 UTC m=+45.151432796 ,  2023-08-22 06:21:03.0714074 +0000 UTC m=+45.249812324 ,  98379427
2023-08-22 06:21:02.972945798 +0000 UTC m=+45.151350721 ,  2023-08-22 06:21:03.071167107 +0000 UTC m=+45.249572031 ,  98221189
2023-08-22 06:21:02.973069932 +0000 UTC m=+45.151474865 ,  2023-08-22 06:21:03.071440643 +0000 UTC m=+45.249845576 ,  98370591
2023-08-22 06:21:02.973035888 +0000 UTC m=+45.151440811 ,  2023-08-22 06:21:03.071303785 +0000 UTC m=+45.249708698 ,  98267697
2023-08-22 06:21:02.973118173 +0000 UTC m=+45.151523106 ,  2023-08-22 06:21:03.071453137 +0000 UTC m=+45.249858040 ,  98334874
2023-08-22 06:21:02.973088347 +0000 UTC m=+45.151493270 ,  2023-08-22 06:21:03.071455491 +0000 UTC m=+45.249860414 ,  98367014
2023-08-22 06:21:02.975036619 +0000 UTC m=+45.153441522 ,  2023-08-22 06:21:03.071471311 +0000 UTC m=+45.249876234 ,  96434572
2023-08-22 06:21:02.973077757 +0000 UTC m=+45.151482690 ,  2023-08-22 06:21:03.071473886 +0000 UTC m=+45.249878819 ,  98396009
2023-08-22 06:21:03.099792654 +0000 UTC m=+45.278197557 ,  2023-08-22 06:21:03.198951801 +0000 UTC m=+45.377356704 ,  99159057
2023-08-22 06:21:03.099761205 +0000 UTC m=+45.278166108 ,  2023-08-22 06:21:03.198971839 +0000 UTC m=+45.377376762 ,  99210383
2023-08-22 06:21:03.099823442 +0000 UTC m=+45.278228355 ,  2023-08-22 06:21:03.199007436 +0000 UTC m=+45.377412349 ,  99183914
2023-08-22 06:21:03.099806129 +0000 UTC m=+45.278211032 ,  2023-08-22 06:21:03.199012095 +0000 UTC m=+45.377417008 ,  99205695
2023-08-22 06:21:03.099834934 +0000 UTC m=+45.278239847 ,  2023-08-22 06:21:03.199045748 +0000 UTC m=+45.377450661 ,  99210734
2023-08-22 06:21:03.099885609 +0000 UTC m=+45.278290522 ,  2023-08-22 06:21:03.199039647 +0000 UTC m=+45.377444560 ,  99153957
2023-08-22 06:21:03.099966311 +0000 UTC m=+45.278371224 ,  2023-08-22 06:21:03.199087116 +0000 UTC m=+45.377492039 ,  99120685
2023-08-22 06:21:03.099984275 +0000 UTC m=+45.278389198 ,  2023-08-22 06:21:03.199085954 +0000 UTC m=+45.377490867 ,  99101378
2023-08-22 06:21:03.099994715 +0000 UTC m=+45.278399648 ,  2023-08-22 06:21:03.199136429 +0000 UTC m=+45.377541342 ,  99141594
2023-08-22 06:21:03.100197778 +0000 UTC m=+45.278602691 ,  2023-08-22 06:21:03.199167337 +0000 UTC m=+45.377572260 ,  98969459
2023-08-22 06:21:03.100174744 +0000 UTC m=+45.278579657 ,  2023-08-22 06:21:03.19917388 +0000 UTC m=+45.377578803 ,  98998935
2023-08-22 06:21:03.10020961 +0000 UTC m=+45.278614533 ,  2023-08-22 06:21:03.201391219 +0000 UTC m=+45.379796112 ,  101181469
2023-08-22 06:21:03.100219559 +0000 UTC m=+45.278624472 ,  2023-08-22 06:21:03.201443949 +0000 UTC m=+45.379848852 ,  101224259
2023-08-22 06:21:03.100258232 +0000 UTC m=+45.278663155 ,  2023-08-22 06:21:03.201463115 +0000 UTC m=+45.379868008 ,  101204482
2023-08-22 06:21:03.100261548 +0000 UTC m=+45.278666461 ,  2023-08-22 06:21:03.201576458 +0000 UTC m=+45.379981361 ,  101314780
2023-08-22 06:21:03.100017849 +0000 UTC m=+45.278422762 ,  2023-08-22 06:21:03.199134515 +0000 UTC m=+45.377539438 ,  99116196
2023-08-22 06:21:03.100205743 +0000 UTC m=+45.278610646 ,  2023-08-22 06:21:03.201393674 +0000 UTC m=+45.379798577 ,  101187700
2023-08-22 06:21:03.100271226 +0000 UTC m=+45.278676149 ,  2023-08-22 06:21:03.201938581 +0000 UTC m=+45.380343504 ,  101667125
2023-08-22 06:21:03.100939576 +0000 UTC m=+45.279344469 ,  2023-08-22 06:21:03.202496823 +0000 UTC m=+45.380901726 ,  101557127
2023-08-22 06:21:03.10109538 +0000 UTC m=+45.279500293 ,  2023-08-22 06:21:03.20253233 +0000 UTC m=+45.380937233 ,  101436870
2023-08-22 06:21:03.101129244 +0000 UTC m=+45.279534147 ,  2023-08-22 06:21:03.202648539 +0000 UTC m=+45.381053432 ,  101519155
2023-08-22 06:21:03.100328915 +0000 UTC m=+45.278733838 ,  2023-08-22 06:21:03.20213419 +0000 UTC m=+45.380539083 ,  101805145
2023-08-22 06:21:03.10113795 +0000 UTC m=+45.279542843 ,  2023-08-22 06:21:03.202675911 +0000 UTC m=+45.381080804 ,  101537901
2023-08-22 06:21:03.101186902 +0000 UTC m=+45.279591795 ,  2023-08-22 06:21:03.20270215 +0000 UTC m=+45.381107043 ,  101515188
2023-08-22 06:21:03.100348602 +0000 UTC m=+45.278753505 ,  2023-08-22 06:21:03.20222461 +0000 UTC m=+45.380629533 ,  101875808
2023-08-22 06:21:03.100349544 +0000 UTC m=+45.278754457 ,  2023-08-22 06:21:03.202261359 +0000 UTC m=+45.380666263 ,  101911685
2023-08-22 06:21:03.101167436 +0000 UTC m=+45.279572339 ,  2023-08-22 06:21:03.202704525 +0000 UTC m=+45.381109418 ,  101537019
2023-08-22 06:21:03.100356307 +0000 UTC m=+45.278761230 ,  2023-08-22 06:21:03.202342402 +0000 UTC m=+45.380747305 ,  101985945
2023-08-22 06:21:03.101194166 +0000 UTC m=+45.279599069 ,  2023-08-22 06:21:03.203288516 +0000 UTC m=+45.381693419 ,  102094290
2023-08-22 06:21:03.101247206 +0000 UTC m=+45.279652129 ,  2023-08-22 06:21:03.203320085 +0000 UTC m=+45.381724978 ,  102072789
2023-08-22 06:21:03.100397634 +0000 UTC m=+45.278802568 ,  2023-08-22 06:21:03.202416462 +0000 UTC m=+45.380821355 ,  102018677
2023-08-22 06:21:03.100898959 +0000 UTC m=+45.279303883 ,  2023-08-22 06:21:03.202443833 +0000 UTC m=+45.380848726 ,  101544773
2023-08-22 06:21:03.10088871 +0000 UTC m=+45.279293603 ,  2023-08-22 06:21:03.202438163 +0000 UTC m=+45.380843056 ,  101549323
